SYMBOL,PREV. CLOSE,BEST BID QTY,BEST BID PRICE,BEST ASK PRICE,BEST ASK QTY,INDICATIVE EQUILIBRIUM QUANTITY,INDICATIVE EQUILIBRIUM PRICE,CHANGE,%CHANGE,FINAL PRICE,FINAL VOLUME,VALUE (₹ Crores),FFM CAP (₹ Crores),INDICATIVE IMBALANCE QUANTITY AT EQUILIBRIUM PRICE,INDICATIVE IMBALANCE QUANTITY AT MARKET ORDER,52 WEEK HIGH,52 WEEK LOW
ITC,"259.30","48","257.90","258.00","2,235","-","-","-1.30","-0.50","258.00","55,326","1.43","2,48,014.08","-","-","426.40","255.50"
ADANIPORTS,"1,768.00","629","1,755.00","1,756.00","250","-","-","-13.00","-0.74","1,755.00","7,876","1.38","1,29,110.94","-","-","1,891.10","1,292.00"
SUZLON,"44.22","1,615","44.11","44.12","4,045","-","-","-0.10","-0.23","44.12","3,12,246","1.38","53,524.05","-","-","61.50","38.19"
CANBK,"124.60","102","123.95","124.00","6,514","-","-","-0.60","-0.48","124.00","1,10,012","1.36","41,558.90","-","-","162.89","108.25"
JIOFIN,"230.25","10","228.69","228.70","12,146","-","-","-1.55","-0.67","228.70","59,577","1.36","74,828.72","-","-","321.60","223.30"
VBL,"410.50","2,202","406.80","407.00","250","-","-","-3.70","-0.90","406.80","31,285","1.27","55,468.36","-","-","555.80","381.00"
TMPV,"300.50","348","299.55","299.70","479","-","-","-0.75","-0.25","299.75","40,894","1.23","62,475.78","-","-","739.70","294.30"
KOTAKBANK,"416.55","7,332","412.60","413.00","1","-","-","-3.95","-0.95","412.60","29,466","1.22","3,02,962.80","-","-","453.20","345.50"
HINDUNILVR,"1,942.30","1,394","1,930.50","1,932.60","28","-","-","-11.80","-0.61","1,930.50","6,065","1.17","1,70,791.98","-","-","2,667.20","1,936.00"
WIPRO,"166.30","2,257","165.20","165.44","200","-","-","-1.10","-0.66","165.20","70,825","1.17","44,616.98","-","-","273.10","166.00"
SHRIRAMFIN,"1,038.00","11","1,020.10","1,021.00","403","-","-","-17.00","-1.64","1,021.00","11,320","1.16","1,42,598.55","-","-","1,153.70","596.70"
CUMMINSIND,"5,155.00","137","5,117.00","5,129.50","2","-","-","-38.00","-0.74","5,117.00","2,248","1.15","68,928.30","-","-","6,100.00","3,833.00"
IOC,"134.94","143","133.96","134.00","182","-","-","-0.94","-0.70","134.00","79,571","1.07","49,926.34","-","-","188.96","130.22"
MARUTI,"12,590.00","1","12,519.00","12,520.00","362","-","-","-70.00","-0.56","12,520.00","848","1.06","1,62,873.12","-","-","17,370.00","12,201.00"
TITAN,"5,021.00","85","4,964.00","4,980.00","1","-","-","-57.00","-1.14","4,964.00","2,112","1.05","2,04,373.26","-","-","5,186.70","3,303.10"
HAL,"4,950.00","12","4,928.60","4,930.00","553","-","-","-20.00","-0.40","4,930.00","2,053","1.01","93,264.62","-","-","5,149.90","3,479.10"
DRREDDY,"1,143.00","376","1,130.00","1,132.00","200","-","-","-13.00","-1.14","1,130.00","8,857","1.00","68,690.89","-","-","1,414.90","1,101.00"
NATIONALUM,"373.35","2","364.90","365.00","23,015","-","-","-8.35","-2.24","365.00","27,182","0.99","32,639.74","-","-","445.15","198.68"
ADANIENT,"3,077.20","99","3,040.00","3,043.00","1,100","-","-","-37.20","-1.21","3,040.00","3,255","0.99","91,011.55","-","-","3,245.00","1,753.00"
ASIANPAINT,"2,498.10","346","2,453.20","2,459.00","2","-","-","-44.90","-1.80","2,453.20","3,977","0.98","1,10,630.01","-","-","2,985.70","2,115.00"
SWIGGY,"279.00","331","276.05","276.20","1","-","-","-2.95","-1.06","276.05","34,548","0.95","39,069.92","-","-","474.00","235.75"
COALINDIA,"432.00","2,217","432.00","432.50","31","-","-","-","-","432.00","21,926","0.95","1,03,187.77","-","-","491.25","369.60"
OFSS,"11,725.00","50","11,576.00","11,598.00","216","-","-","-126.00","-1.07","11,599.00","815","0.95","27,588.44","-","-","12,540.00","6,234.50"
NESTLEIND,"1,386.20","1","1,376.30","1,376.50","3,896","-","-","-9.50","-0.69","1,376.70","6,731","0.93","98,434.80","-","-","1,553.00","1,145.00"
BAJAJ-AUTO,"11,768.00","22","11,624.00","11,630.00","20","-","-","-144.00","-1.22","11,624.00","797","0.93","1,26,223.23","-","-","12,470.00","8,491.50"
PFC,"352.80","5,778","348.00","348.45","100","-","-","-4.80","-1.36","348.00","26,603","0.93","50,530.58","-","-","486.50","329.90"
HCLTECH,"1,207.00","4","1,195.90","1,196.00","255","-","-","-11.00","-0.91","1,196.00","7,358","0.88","1,25,739.82","-","-","1,780.10","1,030.00"
AXISBANK,"1,246.00","50","1,237.70","1,237.90","493","-","-","-8.10","-0.65","1,237.90","6,426","0.80","3,54,864.50","-","-","1,418.30","1,055.10"
KEI,"4,640.00","6","4,596.00","4,598.00","32","-","-","-41.00","-0.88","4,599.00","1,638","0.75","28,304.76","-","-","5,899.00","3,728.70"
PNB,"116.85","8,465","116.00","116.10","999","-","-","-0.85","-0.73","116.00","64,848","0.75","39,839.06","-","-","135.15","98.50"
ADANIPOWER,"213.50","498","211.95","212.00","3,660","-","-","-1.50","-0.70","212.00","35,352","0.75","87,720.98","-","-","254.20","120.00"
PATANJALI,"339.75","499","338.00","338.10","10","-","-","-1.75","-0.52","338.00","21,923","0.74","11,676.27","-","-","614.90","328.20"
UNIONBANK,"179.20","306","177.10","177.12","104","-","-","-2.10","-1.17","177.10","41,572","0.74","34,125.22","-","-","205.49","127.87"
LTM,"4,374.00","1","4,299.00","4,300.00","5,728","-","-","-74.00","-1.69","4,300.00","1,685","0.72","39,824.05","-","-","6,429.50","3,528.00"
ASHOKLEY,"166.12","4,279","163.80","163.85","15","-","-","-2.32","-1.40","163.80","44,069","0.72","46,738.04","-","-","215.42","132.26"
KAYNES,"3,499.00","1","3,473.00","3,475.00","427","-","-","-24.00","-0.69","3,475.00","2,014","0.70","10,839.93","-","-","7,705.00","2,995.00"
LAURUSLABS,"1,945.00","5","1,942.00","1,943.00","1,361","-","-","-2.00","-0.10","1,943.00","3,601","0.70","75,449.99","-","-","1,955.00","823.10"
MANAPPURAM,"330.80","20","324.60","324.70","6,533","-","-","-6.05","-1.83","324.75","20,944","0.68","17,774.19","-","-","381.55","245.15"
MOTHERSON,"163.20","18,728","161.44","161.56","40","-","-","-1.76","-1.08","161.44","41,033","0.66","71,122.19","-","-","173.27","98.91"
CGPOWER,"914.55","8","906.50","906.75","393","-","-","-7.70","-0.84","906.85","7,292","0.66","62,026.45","-","-","980.90","525.50"
CDSL,"1,355.00","19","1,343.00","1,343.40","549","-","-","-11.40","-0.84","1,343.60","4,753","0.64","23,867.85","-","-","1,673.70","1,116.30"
DLF,"655.85","10","649.85","650.00","14","-","-","-5.85","-0.89","650.00","9,798","0.64","41,581.99","-","-","794.80","489.40"
HEROMOTOCO,"5,280.00","1","5,215.50","5,217.50","128","-","-","-62.00","-1.17","5,218.00","1,160","0.61","67,565.56","-","-","6,388.50","4,671.50"
GVT&D,"4,545.00","126","4,500.00","4,500.10","1","-","-","-45.00","-0.99","4,500.00","1,333","0.60","55,605.40","-","-","5,650.00","2,523.20"
SAIL,"183.75","52","182.40","182.43","1,645","-","-","-1.32","-0.72","182.43","32,652","0.60","26,299.84","-","-","209.70","124.00"
TVSMOTOR,"4,121.50","92","4,081.00","4,085.00","1","-","-","-40.50","-0.98","4,081.00","1,443","0.59","95,598.30","-","-","4,484.50","3,228.00"
KALYANKJIL,"615.20","547","609.00","609.50","317","-","-","-3.20","-0.52","609.50","9,612","0.59","23,354.79","-","-","648.95","327.05"
EICHERMOT,"7,697.00","241","7,600.00","7,650.00","10","-","-","-97.00","-1.26","7,600.00","757","0.58","1,04,455.95","-","-","8,230.00","6,442.00"
JSWSTEEL,"1,304.00","527","1,281.00","1,285.00","38","-","-","-23.00","-1.76","1,281.00","4,459","0.57","1,19,814.51","-","-","1,351.00","1,073.20"
CIPLA,"1,373.30","19","1,371.00","1,373.00","654","-","-","-0.30","-0.02","1,373.00","4,131","0.57","77,041.65","-","-","1,673.00","1,165.70"
COCHINSHIP,"1,520.40","97","1,509.00","1,510.00","899","-","-","-10.40","-0.68","1,510.00","3,733","0.56","12,745.31","-","-","1,979.90","1,187.00"
SUNPHARMA,"1,861.00","395","1,845.00","1,847.10","11","-","-","-16.00","-0.86","1,845.00","2,958","0.55","1,94,816.53","-","-","2,046.90","1,548.00"
JINDALSTEL,"1,137.00","2","1,109.00","1,110.00","411","-","-","-26.00","-2.29","1,111.00","4,603","0.51","41,039.71","-","-","1,306.20","977.10"
CHOLAFIN,"1,859.00","15","1,830.60","1,834.00","377","-","-","-24.90","-1.34","1,834.10","2,778","0.51","79,267.70","-","-","1,952.50","1,299.40"
NTPC,"335.00","5,821","333.00","333.15","24","-","-","-2.00","-0.60","333.00","15,117","0.50","1,57,428.43","-","-","414.40","315.55"
BDL,"1,195.00","69","1,185.00","1,186.60","92","-","-","-10.00","-0.84","1,185.00","4,137","0.49","10,891.12","-","-","1,654.00","1,086.00"
DIVISLAB,"9,438.50","108","9,370.00","9,371.00","2","-","-","-68.50","-0.73","9,370.00","510","0.48","1,18,748.92","-","-","9,615.00","5,636.50"
ADANIENSOL,"1,391.90","6","1,372.10","1,375.00","256","-","-","-16.90","-1.21","1,375.00","3,429","0.47","45,842.59","-","-","1,789.00","792.05"
NMDC,"84.60","10,015","83.75","83.79","1,824","-","-","-0.81","-0.96","83.79","55,194","0.46","28,879.83","-","-","97.49","72.24"
LICI,"405.60","100","401.80","402.00","2,254","-","-","-3.60","-0.89","402.00","11,378","0.46","50,856.03","-","-","468.48","360.75"
WAAREEENER,"2,548.00","215","2,543.30","2,544.00","50","-","-","-2.70","-0.11","2,543.30","1,790","0.46","24,276.80","-","-","3,865.00","2,403.00"
IRFC,"81.08","2,800","80.95","80.99","330","-","-","-0.13","-0.16","80.95","53,227","0.43","16,237.43","-","-","137.17","80.76"
RVNL,"205.60","946","204.50","204.58","283","-","-","-1.10","-0.54","204.50","20,990","0.43","11,576.14","-","-","400.70","203.83"
POLYCAB,"8,358.00","300","8,311.00","8,319.00","4,867","-","-","-39.00","-0.47","8,319.00","515","0.43","44,376.30","-","-","10,126.00","6,663.00"
ULTRACEMCO,"10,979.00","9","10,859.00","10,870.00","1","-","-","-120.00","-1.09","10,859.00","371","0.40","1,28,142.44","-","-","13,110.00","10,325.00"
FORCEMOT,"18,175.00","2","17,975.00","18,000.00","146","-","-","-175.00","-0.96","18,000.00","223","0.40","8,646.02","-","-","26,450.00","14,911.00"
LODHA,"1,163.40","32","1,145.00","1,145.50","430","-","-","-17.70","-1.52","1,145.70","3,468","0.40","31,700.59","-","-","1,344.95","650.80"
MAZDOCK,"2,383.20","5","2,367.00","2,367.60","109","-","-","-15.60","-0.65","2,367.60","1,635","0.39","17,936.56","-","-","3,061.40","2,057.40"
ANGELONE,"297.30","52","294.60","295.00","463","-","-","-2.30","-0.77","295.00","13,110","0.39","19,126.05","-","-","360.45","208.63"
TECHM,"1,525.80","1","1,518.60","1,518.90","783","-","-","-6.50","-0.43","1,519.30","2,534","0.38","96,226.46","-","-","1,854.00","1,304.10"
BANKINDIA,"141.00","1","139.99","140.00","17,384","-","-","-1.00","-0.71","140.00","27,407","0.38","16,965.16","-","-","178.36","112.90"
PREMIERENE,"967.90","519","972.20","972.70","50","-","-","4.30","0.44","972.20","3,810","0.37","11,517.52","-","-","1,134.00","660.00"
NBCC,"83.94","4,554","82.88","82.94","233","-","-","-1.06","-1.26","82.88","43,829","0.36","8,557.60","-","-","125.85","77.18"
SAGILITY,"44.41","1","44.24","44.25","20,929","-","-","-0.16","-0.36","44.25","80,596","0.36","10,160.69","-","-","57.89","35.83"
POWERINDIA,"31,195.00","12","31,060.00","31,065.00","2","-","-","-135.00","-0.43","31,060.00","111","0.34","39,399.28","-","-","38,785.00","16,111.00"
TRENT,"2,818.70","169","2,789.00","2,790.00","385","-","-","-29.70","-1.05","2,789.00","1,198","0.33","92,542.61","-","-","3,507.00","2,183.67"
MARICO,"803.00","126","797.00","797.50","2","-","-","-6.00","-0.75","797.00","4,104","0.33","42,069.68","-","-","889.10","690.30"
PIDILITIND,"1,569.00","99","1,550.00","1,554.00","3","-","-","-19.00","-1.21","1,550.00","2,095","0.32","47,900.33","-","-","1,707.50","1,259.00"
YESBANK,"22.30","1,103","22.22","22.23","18,307","-","-","-0.07","-0.31","22.23","1,42,456","0.32","38,939.92","-","-","25.78","17.20"
VMM,"103.40","909","102.60","102.65","1,111","-","-","-0.80","-0.77","102.60","30,623","0.31","28,568.54","-","-","153.88","98.77"
BANKBARODA,"237.62","11,741","235.35","235.40","50","-","-","-2.27","-0.96","235.35","12,898","0.30","43,540.92","-","-","325.50","234.05"
ADANIGREEN,"1,299.10","29","1,292.40","1,292.50","264","-","-","-6.50","-0.50","1,292.60","2,303","0.30","43,214.51","-","-","1,631.50","765.00"
SOLARINDS,"22,370.00","10","22,290.00","22,300.00","38","-","-","-70.00","-0.31","22,300.00","130","0.29","54,170.07","-","-","22,625.00","11,646.00"
LUPIN,"2,077.80","584","2,064.00","2,065.00","10","-","-","-13.80","-0.66","2,064.00","1,386","0.29","49,988.10","-","-","2,529.50","1,900.00"
AMBUJACEM,"395.60","183","393.00","393.65","3,000","-","-","-2.60","-0.66","393.00","7,275","0.29","24,433.45","-","-","600.80","394.00"
HDFCAMC,"2,433.80","51","2,404.00","2,404.90","74","-","-","-28.80","-1.18","2,405.00","1,173","0.28","48,914.57","-","-","2,967.25","2,205.60"
BAJAJFINSV,"1,940.50","281","1,912.10","1,927.00","100","-","-","-28.40","-1.46","1,912.10","1,452","0.28","1,10,490.22","-","-","2,195.00","1,597.00"
RECLTD,"313.80","1,69,709","312.00","312.25","2","-","-","-1.80","-0.57","312.00","8,868","0.28","38,861.87","-","-","390.50","304.05"
IREDA,"113.32","1,980","112.27","112.58","6,896","-","-","-0.30","-0.27","112.27","24,556","0.28","8,907.15","-","-","163.35","108.65"
BHEL,"429.50","4","426.80","427.00","753","-","-","-2.50","-0.58","427.00","6,071","0.26","62,071.90","-","-","446.50","214.05"
TATAPOWER,"367.00","2","364.50","364.80","1,657","-","-","-2.20","-0.60","364.80","7,091","0.26","60,675.86","-","-","464.90","342.50"
MAHABANK,"84.35","1,500","83.75","83.80","8,884","-","-","-0.55","-0.65","83.80","30,810","0.26","17,015.47","-","-","94.50","52.56"
BANDHANBNK,"174.00","16,541","171.75","171.89","50","-","-","-2.25","-1.29","171.75","14,771","0.25","15,626.08","-","-","220.76","134.25"
PIIND,"2,365.00","1,515","2,350.00","2,358.00","15","-","-","-15.00","-0.63","2,350.00","1,079","0.25","18,985.73","-","-","3,832.90","2,352.00"
NYKAA,"341.95","279","341.15","341.40","190","-","-","-0.80","-0.23","341.15","7,408","0.25","46,556.11","-","-","349.55","227.90"
IEX,"116.63","31","115.82","115.85","33","-","-","-0.75","-0.64","115.88","21,647","0.25","9,184.05","-","-","160.27","114.60"
APLAPOLLO,"2,194.80","1","2,176.00","2,176.20","14","-","-","-18.60","-0.85","2,176.20","1,144","0.25","39,503.53","-","-","2,301.40","1,653.30"
LTF,"311.30","2,026","307.15","307.40","10","-","-","-4.15","-1.33","307.15","7,817","0.24","26,139.99","-","-","338.60","231.60"
HYUNDAI,"2,205.00","10","2,185.10","2,187.30","165","-","-","-17.40","-0.79","2,187.60","1,070","0.23","31,105.09","-","-","2,890.00","1,658.00"
SBILIFE,"1,700.60","7","1,680.00","1,690.00","1","-","-","-20.60","-1.21","1,680.00","1,365","0.23","75,288.21","-","-","2,132.00","1,674.50"
BLUESTARCO,"1,514.00","84","1,500.00","1,502.50","6","-","-","-14.00","-0.92","1,500.00","1,506","0.23","19,407.71","-","-","2,032.90","1,432.30"
ICICIGI,"1,465.00","2","1,461.00","1,465.00","80","-","-","-","-","1,465.00","1,478","0.22","35,534.62","-","-","2,064.90","1,459.10"
GAIL,"174.49","7,653","173.50","173.62","33","-","-","-0.99","-0.57","173.50","12,408","0.22","46,668.96","-","-","186.87","134.36"
KPITTECH,"550.95","50","550.30","550.85","665","-","-","-0.05","-0.01","550.90","3,843","0.21","9,009.75","-","-","1,328.00","543.00"
SBICARD,"666.30","322","665.00","666.00","13","-","-","-1.30","-0.20","665.00","3,157","0.21","19,665.84","-","-","965.00","565.45"
ABCAPITAL,"400.00","5,092","395.00","396.00","149","-","-","-5.00","-1.25","395.00","5,207","0.21","33,866.01","-","-","430.70","277.70"
GODREJPROP,"1,872.00","5","1,852.00","1,855.00","55","-","-","-17.00","-0.91","1,855.00","1,099","0.20","25,017.70","-","-","2,352.00","1,434.00"
DABUR,"376.45","329","372.35","372.70","15","-","-","-4.10","-1.09","372.35","5,408","0.20","21,925.33","-","-","548.95","368.05"
NAUKRI,"1,265.00","368","1,250.00","1,251.40","7","-","-","-15.00","-1.19","1,250.00","1,568","0.20","47,727.08","-","-","1,433.60","908.30"
AMBER,"7,280.00","33","7,250.00","7,260.00","4","-","-","-19.00","-0.26","7,261.00","269","0.20","15,822.96","-","-","8,974.00","5,400.50"
HAVELLS,"1,116.00","72","1,106.00","1,107.70","71","-","-","-8.10","-0.73","1,107.90","1,694","0.19","27,843.07","-","-","1,621.10","1,105.50"
INDIANB,"856.50","96","848.00","848.95","851","-","-","-7.55","-0.88","848.95","2,163","0.18","29,917.41","-","-","1,000.90","670.30"
FORTIS,"902.45","1,596","897.50","897.95","73","-","-","-4.95","-0.55","897.50","2,009","0.18","46,639.65","-","-","1,104.30","766.80"
DMART,"3,690.00","10","3,675.10","3,677.30","200","-","-","-12.20","-0.33","3,677.80","485","0.18","59,101.42","-","-","4,818.00","3,529.00"
GRASIM,"3,319.00","50","3,302.00","3,302.40","11","-","-","-16.60","-0.50","3,302.40","533","0.18","1,24,256.48","-","-","3,411.10","2,502.50"
MAXHEALTH,"1,038.60","980","1,028.20","1,031.30","10","-","-","-10.40","-1.00","1,028.20","1,684","0.17","76,313.57","-","-","1,221.90","903.00"
NHPC,"76.35","531","75.90","75.91","2,318","-","-","-0.44","-0.58","75.91","22,767","0.17","28,531.31","-","-","89.22","71.62"
INDUSTOWER,"372.00","7","372.00","373.00","61","-","-","-","-","372.00","4,611","0.17","47,797.05","-","-","481.50","337.80"
AUROPHARMA,"1,668.40","10","1,665.00","1,666.40","57","-","-","-1.70","-0.10","1,666.70","1,018","0.17","46,004.88","-","-","1,717.00","1,048.00"
CAMS,"712.00","140","708.50","708.80","29","-","-","-3.50","-0.49","708.50","2,360","0.17","17,007.15","-","-","844.90","611.40"
PERSISTENT,"5,509.50","50","5,468.00","5,469.00","18","-","-","-40.50","-0.74","5,469.00","303","0.17","59,263.15","-","-","6,599.00","4,244.50"
SRF,"2,519.00","5","2,505.00","2,508.00","150","-","-","-11.00","-0.44","2,508.00","639","0.16","36,322.67","-","-","3,210.00","2,355.00"
IDFCFIRSTB,"86.84","279","86.20","86.21","400","-","-","-0.64","-0.74","86.20","18,278","0.16","57,088.10","-","-","88.76","58.08"
RBLBANK,"410.80","90","407.50","408.00","1,849","-","-","-2.80","-0.68","408.00","3,822","0.16","25,184.08","-","-","420.40","261.60"
INDUSINDBK,"993.30","102","988.00","988.70","121","-","-","-4.60","-0.46","988.70","1,572","0.16","64,938.88","-","-","1,077.85","710.60"
INDHOTEL,"715.75","4,371","712.75","714.00","653","-","-","-3.00","-0.42","712.75","2,171","0.15","62,414.28","-","-","792.55","565.00"
HDFCLIFE,"526.15","136","522.00","523.00","913","-","-","-4.15","-0.79","522.00","2,953","0.15","56,377.05","-","-","796.90","508.70"
BHARATFORG,"1,954.90","10","1,947.00","1,948.00","2","-","-","-7.10","-0.36","1,947.80","769","0.15","51,772.44","-","-","2,295.00","1,179.00"
BIOCON,"391.65","300","391.00","391.40","726","-","-","-0.10","-0.03","391.55","3,789","0.15","28,008.10","-","-","447.15","337.05"
GLENMARK,"2,415.00","1","2,406.10","2,411.00","370","-","-","-3.80","-0.16","2,411.20","577","0.14","36,206.62","-","-","2,537.60","1,792.60"
INOXWIND,"76.02","359","75.50","75.51","242","-","-","-0.52","-0.68","75.50","18,383","0.14","7,259.72","-","-","159.30","68.00"
PNBHOUSING,"1,179.00","269","1,172.00","1,172.90","1","-","-","-7.00","-0.59","1,172.00","1,183","0.14","21,987.56","-","-","1,211.50","729.60"
BRITANNIA,"5,009.00","5","4,995.50","4,997.00","5","-","-","-13.00","-0.26","4,996.00","274","0.14","58,685.50","-","-","6,319.50","4,997.00"
FEDERALBNK,"346.00","41","343.00","343.90","20","-","-","-3.00","-0.87","343.00","3,924","0.13","84,475.15","-","-","371.70","189.05"
UNITDSPR,"1,400.00","4","1,394.00","1,395.00","340","-","-","-4.90","-0.35","1,395.10","953","0.13","41,096.25","-","-","1,563.40","1,210.80"
ABB,"7,329.00","2","7,293.00","7,294.00","35","-","-","-35.00","-0.48","7,294.00","182","0.13","38,170.38","-","-","7,924.50","4,637.50"
UNOMINDA,"1,224.80","100","1,216.60","1,217.00","29","-","-","-7.80","-0.64","1,217.00","1,052","0.13","22,074.23","-","-","1,382.00","994.00"
MANKIND,"2,238.40","10","2,237.00","2,237.20","29","-","-","-1.20","-0.05","2,237.20","567","0.13","25,260.32","-","-","2,674.00","1,909.70"
GMRAIRPORT,"97.46","1,917","96.79","96.90","3","-","-","-0.67","-0.69","96.79","13,015","0.13","34,353.21","-","-","115.64","84.11"
TORNTPHARM,"4,930.00","1","4,911.00","4,927.00","74","-","-","-1.00","-0.02","4,929.00","250","0.12","72,101.02","-","-","5,250.00","3,480.60"
TATACONSUM,"999.60","8","993.00","994.00","3","-","-","-6.60","-0.66","993.00","1,213","0.12","64,488.46","-","-","1,282.70","992.50"
PETRONET,"288.70","90","285.30","285.55","1,863","-","-","-3.05","-1.06","285.65","4,163","0.12","21,345.64","-","-","326.40","235.35"
SIEMENS,"3,954.40","5","3,911.00","3,949.90","80","-","-","-42.30","-1.07","3,912.10","300","0.12","34,485.50","-","-","4,149.40","2,826.00"
ASTRAL,"1,459.00","64","1,452.00","1,455.00","10","-","-","-7.00","-0.48","1,452.00","766","0.11","17,709.13","-","-","1,768.70","1,311.60"
MPHASIS,"2,291.70","339","2,275.00","2,280.30","11","-","-","-16.70","-0.73","2,275.00","481","0.11","30,032.39","-","-","3,037.20","2,013.00"
