SYMBOL,PREV. CLOSE,BEST BID QTY,BEST BID PRICE,BEST ASK PRICE,BEST ASK QTY,INDICATIVE EQUILIBRIUM QUANTITY,INDICATIVE EQUILIBRIUM PRICE,CHANGE,%CHANGE,FINAL PRICE,FINAL VOLUME,VALUE (₹ Crores),FFM CAP (₹ Crores),INDICATIVE IMBALANCE QUANTITY AT EQUILIBRIUM PRICE,INDICATIVE IMBALANCE QUANTITY AT MARKET ORDER,52 WEEK HIGH,52 WEEK LOW
SIEMENS,"3,951.30","49","3,932.00","3,935.50","2","-","-","-19.30","-0.49","3,932.00","138","0.05","34,660.92","-","-","4,149.40","2,826.00"
SBICARD,"668.00","51","665.00","665.35","4","-","-","-2.65","-0.40","665.35","808","0.05","19,676.19","-","-","965.00","565.45"
CONCOR,"502.00","1","501.15","502.00","55","-","-","-","-","502.00","1,029","0.05","17,281.49","-","-","569.80","421.45"
SUPREMEIND,"3,553.00","1","3,545.00","3,553.00","102","-","-","-","-","3,553.00","145","0.05","22,817.80","-","-","4,632.00","3,140.00"
TIINDIA,"2,638.70","40","2,641.00","2,649.40","17","-","-","10.70","0.41","2,649.40","192","0.05","28,230.11","-","-","3,419.90","2,164.90"
INDUSINDBK,"997.70","2","993.60","994.00","969","-","-","-3.70","-0.37","994.00","501","0.05","65,286.99","-","-","1,077.85","710.60"
INDHOTEL,"720.00","40","716.00","716.15","30","-","-","-3.85","-0.53","716.15","662","0.05","62,712.02","-","-","792.55","565.00"
ALKEM,"5,181.00","1","5,180.00","5,181.00","55","-","-","-","-","5,181.00","91","0.05","30,231.81","-","-","5,933.50","5,075.00"
PNBHOUSING,"1,167.10","22","1,165.50","1,166.00","50","-","-","-1.60","-0.14","1,165.50","395","0.05","21,865.62","-","-","1,211.50","729.60"
PHOENIXLTD,"1,885.00","20","1,886.00","1,892.00","47","-","-","7.00","0.37","1,892.00","222","0.04","35,226.12","-","-","2,169.80","1,465.60"
GODFRYPHLP,"2,010.00","1","2,007.00","2,010.00","40","-","-","-","-","2,010.00","201","0.04","8,185.91","-","-","3,947.00","1,832.10"
SRF,"2,522.00","110","2,518.00","2,519.80","5","-","-","-2.20","-0.09","2,519.80","157","0.04","36,493.57","-","-","3,210.00","2,355.00"
SHREECEM,"23,160.00","4","23,150.00","23,160.00","14","-","-","-","-","23,160.00","17","0.04","30,888.48","-","-","30,660.00","22,550.00"
BLUESTARCO,"1,460.90","2","1,462.00","1,468.60","19","-","-","1.10","0.08","1,462.00","258","0.04","18,916.05","-","-","2,032.90","1,432.50"
TATACONSUM,"1,014.10","2,485","1,010.80","1,012.00","98","-","-","-3.30","-0.33","1,010.80","369","0.04","65,644.45","-","-","1,282.70","1,004.00"
ICICIPRULI,"469.30","32","467.50","467.70","290","-","-","-1.60","-0.34","467.70","797","0.04","18,454.11","-","-","706.80","459.50"
MFSL,"1,498.70","5","1,495.00","1,497.00","339","-","-","-1.70","-0.11","1,497.00","240","0.04","39,594.68","-","-","1,892.50","1,433.60"
MANKIND,"2,309.00","75","2,305.00","2,309.00","54","-","-","-4.00","-0.17","2,305.00","154","0.04","26,022.76","-","-","2,674.00","1,909.70"
DELHIVERY,"454.90","78","451.65","454.00","41","-","-","-3.25","-0.71","451.65","780","0.04","25,237.25","-","-","524.00","374.45"
JINDALSTEL,"1,136.30","1","1,137.00","1,139.60","72","-","-","3.30","0.29","1,139.60","298","0.03","42,096.17","-","-","1,306.20","977.10"
PRESTIGE,"1,561.60","10","1,552.00","1,554.00","177","-","-","-7.40","-0.47","1,554.20","193","0.03","26,143.48","-","-","1,805.20","1,090.00"
OBEROIRLTY,"1,833.80","10","1,820.80","1,821.00","148","-","-","-12.80","-0.70","1,821.00","157","0.03","21,374.35","-","-","1,986.10","1,391.20"
CUMMINSIND,"5,040.00","2,021","5,020.00","5,028.00","200","-","-","-20.00","-0.40","5,020.00","56","0.03","67,621.66","-","-","6,100.00","3,833.00"
ICICIGI,"1,484.40","2","1,485.20","1,486.00","500","-","-","0.80","0.05","1,485.20","176","0.03","36,024.59","-","-","2,064.90","1,474.50"
360ONE,"1,110.00","2","1,104.30","1,104.40","12","-","-","-5.60","-0.50","1,104.40","236","0.03","28,613.13","-","-","1,236.20","906.05"
PIIND,"2,395.00","505","2,395.00","2,400.00","4","-","-","-","-","2,395.00","85","0.02","19,349.29","-","-","3,832.90","2,353.50"
UPL,"576.75","242","573.50","573.75","16","-","-","-3.25","-0.56","573.50","353","0.02","32,072.33","-","-","812.20","557.95"
PETRONET,"285.80","466","285.80","286.00","61","-","-","-","-","285.80","682","0.02","21,356.85","-","-","326.40","235.35"
UNOMINDA,"1,237.00","69","1,230.00","1,236.00","1","-","-","-7.00","-0.57","1,230.00","151","0.02","22,310.03","-","-","1,382.00","994.00"
PAGEIND,"35,915.00","5","35,800.00","35,820.00","5","-","-","-90.00","-0.25","35,825.00","5","0.02","22,536.26","-","-","45,890.00","29,805.00"
UNITDSPR,"1,440.00","87","1,438.00","1,440.00","17","-","-","-2.00","-0.14","1,438.00","81","0.01","42,359.98","-","-","1,563.40","1,210.80"
