SYMBOL,PREV. CLOSE,BEST BID QTY,BEST BID PRICE,BEST ASK PRICE,BEST ASK QTY,INDICATIVE EQUILIBRIUM QUANTITY,INDICATIVE EQUILIBRIUM PRICE,CHANGE,%CHANGE,FINAL PRICE,FINAL VOLUME,VALUE (₹ Crores),FFM CAP (₹ Crores),INDICATIVE IMBALANCE QUANTITY AT EQUILIBRIUM PRICE,INDICATIVE IMBALANCE QUANTITY AT MARKET ORDER,52 WEEK HIGH,52 WEEK LOW
GODFRYPHLP,"1,978.50","8","1,976.20","1,978.00","1","-","-","-2.30","-0.12","1,976.20","349","0.07","8,048.25","-","-","3,947.00","1,832.10"
PIDILITIND,"1,572.00","32","1,572.00","1,578.00","70","-","-","-","-","1,572.00","379","0.06","48,580.20","-","-","1,707.50","1,259.00"
UPL,"575.70","289","578.00","578.70","49","-","-","2.30","0.40","578.00","1,006","0.06","32,323.99","-","-","812.20","557.95"
HAVELLS,"1,120.40","84","1,121.00","1,124.70","53","-","-","0.60","0.05","1,121.00","507","0.06","28,172.30","-","-","1,621.10","1,118.90"
SIEMENS,"3,949.10","13","3,947.50","3,948.00","4","-","-","-0.10","-","3,949.00","136","0.05","34,810.78","-","-","4,149.40","2,826.00"
CONCOR,"510.00","5","507.20","508.00","80","-","-","-2.00","-0.39","508.00","1,035","0.05","17,488.04","-","-","569.80","421.45"
ALKEM,"5,139.00","1","5,155.00","5,166.00","117","-","-","27.00","0.53","5,166.00","101","0.05","30,144.29","-","-","5,933.50","5,075.00"
BLUESTARCO,"1,456.90","1,090","1,450.00","1,450.40","3","-","-","-6.90","-0.47","1,450.00","346","0.05","18,760.79","-","-","2,032.90","1,432.30"
MFSL,"1,468.50","34","1,460.00","1,465.00","170","-","-","-2.70","-0.18","1,465.80","331","0.05","38,769.46","-","-","1,892.50","1,433.60"
DELHIVERY,"451.20","258","449.00","449.35","20","-","-","-2.20","-0.49","449.00","843","0.04","25,089.17","-","-","524.00","374.45"
TIINDIA,"2,678.30","20","2,665.00","2,670.00","1,914","-","-","-8.30","-0.31","2,670.00","141","0.04","28,449.61","-","-","3,419.90","2,164.90"
SHREECEM,"22,950.00","6","22,910.00","22,990.00","20","-","-","-40.00","-0.17","22,910.00","16","0.04","30,555.06","-","-","30,660.00","22,550.00"
VOLTAS,"1,143.80","31","1,142.50","1,143.80","331","-","-","-1.30","-0.11","1,142.50","277","0.03","25,976.81","-","-","1,582.50","1,136.00"
OBEROIRLTY,"1,800.00","1","1,796.10","1,799.80","245","-","-","-0.20","-0.01","1,799.80","175","0.03","21,125.51","-","-","1,986.10","1,391.20"
COLPAL,"1,800.00","11","1,805.00","1,808.00","4","-","-","4.50","0.25","1,804.50","158","0.03","23,703.78","-","-","2,417.60","1,782.00"
PRESTIGE,"1,540.40","1","1,532.80","1,534.80","131","-","-","-5.60","-0.36","1,534.80","176","0.03","25,817.14","-","-","1,805.20","1,090.00"
PHOENIXLTD,"1,885.30","3,485","1,889.10","1,895.00","2","-","-","2.20","0.12","1,887.50","128","0.02","35,142.34","-","-","2,169.80","1,465.60"
PIIND,"2,394.00","11","2,386.90","2,389.30","2","-","-","-7.10","-0.30","2,386.90","101","0.02","19,283.85","-","-","3,832.90","2,353.50"
MARICO,"813.90","35","813.90","814.90","125","-","-","-","-","813.90","272","0.02","42,961.75","-","-","889.10","690.30"
SRF,"2,520.00","9,995","2,517.00","2,517.50","3","-","-","-3.00","-0.12","2,517.00","82","0.02","36,453.02","-","-","3,210.00","2,355.00"
BAJAJHLDNG,"11,078.00","4","11,030.00","11,078.00","3","-","-","-","-","11,078.00","14","0.02","47,830.60","-","-","13,880.00","8,588.00"
SUPREMEIND,"3,516.90","4","3,502.60","3,508.70","1","-","-","-14.30","-0.41","3,502.60","33","0.01","22,494.13","-","-","4,632.00","3,140.00"
ICICIGI,"1,474.00","3","1,547.70","1,425.90","40","-","-","-0.30","-0.02","1,474.00","627","-","35,752.92","-1","-","2,064.90","1,460.20"
HDFCAMC,"2,440.00","1","2,683.00","2,318.00","2","-","-","-10.00","-0.41","2,440.00","303","-","49,626.42","2","-","2,967.25","2,205.60"
HEROMOTOCO,"5,218.00","22","5,531.50","4,696.50","2","-","-","17.00","0.33","5,218.00","451","-","67,565.56","33","-","6,388.50","4,671.50"
DMART,"3,735.00","160","4,108.50","3,371.50","9","-","-","-9.90","-0.27","3,735.00","437","-","60,020.61","34","-","4,818.00","3,529.00"
ICICIPRULI,"462.50","3","485.60","450.00","215","-","-","-0.45","-0.10","462.50","862","-","18,248.94","-704","-","706.80","456.90"
GODREJCP,"863.80","1","906.95","811.95","114","-","-","-","-","863.80","453","-","34,619.77","322","-","1,273.90","855.15"
GLENMARK,"2,435.00","6","2,633.40","2,330.00","22","-","-","10.90","0.45","2,435.00","192","-","36,564.00","71","-","2,537.60","1,792.60"
