SYMBOL,PREV. CLOSE,BEST BID QTY,BEST BID PRICE,BEST ASK PRICE,BEST ASK QTY,INDICATIVE EQUILIBRIUM QUANTITY,INDICATIVE EQUILIBRIUM PRICE,CHANGE,%CHANGE,FINAL PRICE,FINAL VOLUME,VALUE (₹ Crores),FFM CAP (₹ Crores),INDICATIVE IMBALANCE QUANTITY AT EQUILIBRIUM PRICE,INDICATIVE IMBALANCE QUANTITY AT MARKET ORDER,52 WEEK HIGH,52 WEEK LOW
M&M,"3,076.50","424","3,081.00","3,082.00","767","-","-","5.50","0.18","3,082.00","5,248","1.62","2,74,384.94","-","-","3,839.90","2,896.00"
POWERINDIA,"31,230.00","3","31,465.00","31,490.00","7","-","-","260.00","0.83","31,490.00","469","1.48","39,944.73","-","-","38,785.00","16,111.00"
ULTRACEMCO,"10,764.00","105","10,890.00","10,891.00","1","-","-","126.00","1.17","10,890.00","1,299","1.41","1,28,508.26","-","-","13,110.00","10,325.00"
HINDZINC,"572.30","6,175","578.00","578.30","526","-","-","6.00","1.05","578.30","23,703","1.37","27,733.01","-","-","733.00","445.60"
WIPRO,"166.40","300","166.89","166.90","1,00,304","-","-","0.50","0.30","166.90","81,011","1.35","45,077.32","-","-","273.10","163.30"
HINDALCO,"980.50","3,248","983.00","983.70","50","-","-","2.40","0.24","982.90","12,847","1.26","1,41,916.00","-","-","1,176.00","731.95"
SUZLON,"42.54","1,026","42.80","42.90","1,191","-","-","0.36","0.85","42.90","2,91,762","1.25","52,044.01","-","-","61.50","38.19"
ITC,"266.20","167","266.50","266.60","26,832","-","-","0.40","0.15","266.60","45,051","1.20","2,56,281.22","-","-","426.40","255.50"
ADANIPOWER,"205.92","2,816","206.05","206.10","21","-","-","0.13","0.06","206.05","58,037","1.20","85,259.00","-","-","254.20","125.20"
NATIONALUM,"355.70","165","359.75","359.80","1,496","-","-","4.10","1.15","359.80","31,694","1.14","32,174.74","-","-","445.15","198.68"
ATHERENERG,"1,550.00","100","1,548.50","1,550.00","106","-","-","-","-","1,550.00","6,980","1.08","30,534.39","-","-","1,744.00","534.50"
LODHA,"1,103.10","51","1,110.00","1,110.20","445","-","-","7.10","0.64","1,110.20","9,338","1.04","30,721.77","-","-","1,344.95","650.80"
TATAPOWER,"369.00","3","364.50","364.80","1,07,510","-","-","-4.20","-1.14","364.80","27,742","1.01","60,675.86","-","-","464.90","342.50"
LT,"3,836.20","287","3,846.00","3,846.20","1","-","-","9.80","0.26","3,846.00","2,514","0.97","4,48,936.14","-","-","4,440.00","3,288.10"
DRREDDY,"1,175.00","430","1,182.60","1,182.70","2","-","-","7.60","0.65","1,182.60","7,664","0.91","71,888.36","-","-","1,414.90","1,101.00"
MAZDOCK,"2,210.00","112","2,208.00","2,209.00","940","-","-","-1.00","-0.05","2,209.00","4,067","0.90","16,735.03","-","-","3,061.40","2,057.40"
IDFCFIRSTB,"86.33","1,278","86.00","86.02","50","-","-","-0.33","-0.38","86.00","1,03,840","0.89","56,955.64","-","-","88.76","58.08"
KAYNES,"3,520.00","35","3,525.00","3,528.00","2,253","-","-","8.00","0.23","3,528.00","2,524","0.89","11,005.26","-","-","7,705.00","2,995.00"
JIOFIN,"229.30","1,709","230.00","230.20","7,907","-","-","0.70","0.31","230.00","37,028","0.85","75,254.07","-","-","321.60","223.30"
POLICYBZR,"1,765.00","541","1,770.00","1,771.40","5","-","-","5.00","0.28","1,770.00","4,776","0.85","61,077.96","-","-","1,964.20","1,364.00"
TITAN,"4,841.00","58","4,853.00","4,859.00","4","-","-","10.00","0.21","4,851.00","1,734","0.84","1,99,720.92","-","-","5,186.70","3,303.10"
MCX,"3,265.20","1","3,252.00","3,257.40","34","-","-","-7.70","-0.24","3,257.50","2,564","0.84","82,868.81","-","-","3,480.00","1,536.60"
HCLTECH,"1,258.30","278","1,258.30","1,259.00","350","-","-","-","-","1,258.30","6,257","0.79","1,32,289.64","-","-","1,780.10","1,030.00"
GVT&D,"4,341.00","1,041","4,390.00","4,391.00","1","-","-","48.80","1.12","4,389.80","1,793","0.79","54,243.68","-","-","5,650.00","2,523.20"
AUROPHARMA,"1,690.00","346","1,683.20","1,687.90","5","-","-","-6.80","-0.40","1,683.20","4,634","0.78","46,460.32","-","-","1,734.00","1,066.80"
LAURUSLABS,"1,948.10","16","1,960.00","1,962.00","728","-","-","13.90","0.71","1,962.00","3,964","0.78","76,187.79","-","-","1,982.00","823.10"
SOLARINDS,"18,815.00","1","18,840.00","18,865.00","1","-","-","35.00","0.19","18,850.00","399","0.75","45,789.50","-","-","22,700.00","11,646.00"
PFC,"344.95","848","345.00","345.80","89","-","-","0.05","0.01","345.00","20,939","0.72","50,094.98","-","-","486.50","329.90"
ONGC,"232.43","5,278","232.40","232.43","4,500","-","-","-","-","232.43","30,113","0.70","90,034.82","-","-","307.50","227.65"
POWERGRID,"263.75","14","264.50","264.60","1,505","-","-","0.85","0.32","264.60","26,307","0.70","1,19,490.44","-","-","324.95","250.00"
MUTHOOTFIN,"2,770.20","2","2,796.00","2,796.60","228","-","-","26.40","0.95","2,796.60","2,489","0.70","29,907.17","-","-","4,149.50","2,671.00"
VEDL,"257.45","17","258.00","258.15","25","-","-","0.55","0.21","258.00","26,728","0.69","43,628.62","-","-","795.00","249.70"
AXISBANK,"1,240.00","43","1,244.00","1,244.20","5","-","-","4.00","0.32","1,244.00","5,452","0.68","3,56,613.17","-","-","1,418.30","1,116.10"
BHEL,"429.20","50","428.20","428.40","1,550","-","-","-0.80","-0.19","428.40","15,461","0.66","62,275.41","-","-","446.50","229.54"
HDFCLIFE,"557.00","215","557.10","557.50","9","-","-","0.10","0.02","557.10","11,718","0.65","60,167.92","-","-","796.90","508.70"
ADANIPORTS,"1,738.30","11","1,747.00","1,748.00","770","-","-","9.70","0.56","1,748.00","3,694","0.65","1,28,595.97","-","-","1,891.10","1,292.00"
CGPOWER,"880.00","11","883.00","883.65","1,505","-","-","3.65","0.41","883.65","7,222","0.64","60,439.62","-","-","980.90","525.50"
ABB,"7,130.50","1","7,171.00","7,185.50","128","-","-","55.00","0.77","7,185.50","862","0.62","37,602.58","-","-","7,924.50","4,637.50"
KALYANKJIL,"581.45","821","585.00","585.30","30","-","-","3.55","0.61","585.00","10,090","0.59","22,416.00","-","-","648.95","327.05"
FEDERALBNK,"332.75","2,480","332.80","333.00","406","-","-","0.05","0.02","332.80","17,131","0.57","81,963.06","-","-","371.70","189.05"
PREMIERENE,"880.00","689","880.00","881.30","10","-","-","-","-","880.00","6,319","0.56","10,425.24","-","-","1,134.00","660.00"
ASIANPAINT,"2,454.00","20","2,455.00","2,455.70","26","-","-","1.70","0.07","2,455.70","2,154","0.53","1,10,742.75","-","-","2,985.70","2,115.00"
POLYCAB,"8,208.50","2","8,250.00","8,256.00","120","-","-","47.50","0.58","8,256.00","589","0.49","44,040.24","-","-","10,126.00","6,663.00"
ADANIENSOL,"1,386.80","262","1,380.00","1,380.90","718","-","-","-5.90","-0.43","1,380.90","3,400","0.47","46,039.29","-","-","1,789.00","803.10"
MARUTI,"12,338.00","23","12,350.00","12,369.00","30","-","-","12.00","0.10","12,350.00","378","0.47","1,60,661.59","-","-","17,370.00","12,103.00"
DIVISLAB,"9,323.00","4","9,346.50","9,349.00","5","-","-","23.50","0.25","9,346.50","486","0.45","1,18,451.10","-","-","9,615.00","5,636.50"
HAVELLS,"1,092.00","32","1,086.00","1,092.00","142","-","-","-6.00","-0.55","1,086.00","4,051","0.44","27,292.70","-","-","1,621.10","1,081.10"
YESBANK,"23.13","96,103","23.20","23.21","40","-","-","0.07","0.30","23.20","1,88,329","0.44","40,639.71","-","-","25.78","17.20"
HINDUNILVR,"1,942.20","234","1,950.00","1,952.00","1","-","-","7.80","0.40","1,950.00","2,230","0.43","1,72,517.15","-","-","2,667.20","1,926.20"
CANBK,"123.90","100","123.71","123.80","10,420","-","-","-0.09","-0.07","123.81","34,588","0.43","41,495.22","-","-","162.89","113.01"
IOC,"134.27","4,631","135.00","135.02","590","-","-","0.75","0.56","135.02","30,571","0.41","50,306.38","-","-","188.96","130.22"
DIXON,"13,290.00","302","13,290.00","13,300.00","132","-","-","-","-","13,290.00","305","0.41","55,058.90","-","-","18,471.00","9,600.00"
LICI,"400.00","13","399.95","400.00","2,510","-","-","-","-","400.00","10,054","0.40","50,603.02","-","-","468.48","360.75"
SAIL,"175.01","2,132","176.00","176.50","3,081","-","-","1.49","0.85","176.50","20,771","0.37","25,444.95","-","-","209.70","124.00"
INDUSINDBK,"958.20","230","963.00","963.80","617","-","-","5.60","0.58","963.80","3,763","0.36","63,303.43","-","-","1,077.85","710.60"
TVSMOTOR,"4,101.70","140","4,125.00","4,133.00","12","-","-","23.30","0.57","4,125.00","875","0.36","96,629.01","-","-","4,484.50","3,228.00"
COFORGE,"1,793.00","690","1,793.00","1,793.20","2","-","-","-","-","1,793.00","2,002","0.36","62,265.36","-","-","2,021.20","1,008.10"
PATANJALI,"354.45","1,108","353.05","353.95","100","-","-","-1.40","-0.39","353.05","10,152","0.36","12,196.17","-","-","614.90","328.20"
SBILIFE,"1,766.90","530","1,751.30","1,758.10","2","-","-","-15.60","-0.88","1,751.30","2,015","0.35","78,483.47","-","-","2,132.00","1,652.90"
BDL,"1,151.90","5","1,151.50","1,151.90","347","-","-","-","-","1,151.90","3,057","0.35","10,586.91","-","-","1,654.00","1,086.00"
SHREECEM,"21,960.00","883","22,200.00","22,225.00","1","-","-","240.00","1.09","22,200.00","158","0.35","29,608.13","-","-","30,285.00","21,665.00"
DMART,"3,711.20","44","3,711.10","3,711.20","59","-","-","-0.10","-","3,711.10","900","0.33","59,636.54","-","-","4,818.00","3,529.00"
NHPC,"75.20","7,988","75.20","75.22","6","-","-","-","-","75.20","43,427","0.33","28,264.45","-","-","89.22","71.62"
MAHABANK,"80.80","1,376","81.50","81.60","5,958","-","-","0.80","0.99","81.60","38,784","0.32","16,568.76","-","-","94.50","53.85"
ADANIGREEN,"1,274.20","1,004","1,274.20","1,275.00","2","-","-","-","-","1,274.20","2,456","0.31","42,599.36","-","-","1,631.50","765.00"
CDSL,"1,349.40","1","1,346.40","1,348.00","95","-","-","-1.40","-0.10","1,348.00","2,314","0.31","23,946.01","-","-","1,673.70","1,116.30"
MOTHERSON,"161.87","5,694","161.87","161.90","1","-","-","-","-","161.87","19,252","0.31","71,311.63","-","-","173.27","101.01"
BPCL,"307.00","3,715","308.55","308.60","106","-","-","1.55","0.50","308.55","10,089","0.31","62,358.68","-","-","391.65","266.60"
SUNPHARMA,"1,867.30","5","1,866.10","1,866.90","200","-","-","-1.20","-0.06","1,866.10","1,650","0.31","1,97,044.51","-","-","2,046.90","1,548.00"
MARICO,"817.00","774","820.00","820.05","74","-","-","3.05","0.37","820.05","3,750","0.31","43,346.41","-","-","889.10","690.30"
ADANIENT,"2,923.20","35","2,932.00","2,933.00","202","-","-","9.80","0.34","2,933.00","1,002","0.29","87,808.19","-","-","3,245.00","1,753.00"
ALKEM,"5,348.50","2","5,375.00","5,378.50","3","-","-","30.00","0.56","5,378.50","546","0.29","31,384.25","-","-","5,933.50","5,051.00"
ASHOKLEY,"158.62","6","159.10","159.12","111","-","-","0.48","0.30","159.10","18,099","0.29","45,396.96","-","-","215.42","134.21"
BANKBARODA,"232.30","48","233.60","233.80","5,959","-","-","1.26","0.54","233.56","11,955","0.28","43,209.76","-","-","325.50","231.92"
KPITTECH,"559.30","3,149","559.30","561.50","1","-","-","-","-","559.30","4,914","0.27","9,147.13","-","-","1,328.00","532.00"
COALINDIA,"418.00","1,166","418.00","418.25","45","-","-","-","-","418.00","6,400","0.27","99,843.72","-","-","491.25","369.60"
NMDC,"80.80","200","81.36","81.38","5,083","-","-","0.58","0.72","81.38","31,723","0.26","28,049.17","-","-","97.49","72.24"
OIL,"477.40","30","478.00","479.00","434","-","-","1.60","0.34","479.00","5,283","0.25","26,051.73","-","-","531.00","395.60"
LUPIN,"2,098.10","50","2,085.00","2,088.00","13","-","-","-10.00","-0.48","2,088.10","1,211","0.25","50,571.78","-","-","2,529.50","1,900.00"
RVNL,"201.70","21,000","201.75","201.80","5,550","-","-","0.10","0.05","201.80","12,499","0.25","11,423.30","-","-","400.70","195.15"
ICICIPRULI,"490.50","109","492.95","494.00","634","-","-","3.50","0.71","494.00","5,053","0.25","19,494.31","-","-","706.80","455.30"
COCHINSHIP,"1,334.30","459","1,335.00","1,335.80","3","-","-","2.20","0.17","1,335.00","1,856","0.25","11,268.21","-","-","1,979.90","1,187.00"
HYUNDAI,"2,160.00","372","2,176.00","2,177.00","2","-","-","16.00","0.74","2,176.00","1,100","0.24","30,940.15","-","-","2,890.00","1,658.00"
NTPC,"329.60","944","329.85","330.00","142","-","-","0.20","0.06","329.80","7,201","0.24","1,55,915.60","-","-","414.40","315.55"
PIDILITIND,"1,551.50","297","1,560.00","1,560.50","25","-","-","8.40","0.54","1,559.90","1,511","0.24","48,206.27","-","-","1,707.50","1,259.00"
WAAREEENER,"2,473.00","45","2,490.10","2,491.00","5","-","-","17.10","0.69","2,490.10","941","0.23","23,768.98","-","-","3,718.80","2,403.00"
OBEROIRLTY,"1,740.70","1","1,728.80","1,730.00","2,002","-","-","-10.60","-0.61","1,730.10","1,289","0.22","20,307.39","-","-","1,986.10","1,391.20"
GMRAIRPORT,"95.04","6","95.30","95.51","992","-","-","0.47","0.49","95.51","23,210","0.22","33,898.91","-","-","115.64","84.11"
HEROMOTOCO,"5,325.00","217","5,325.00","5,335.00","4","-","-","-","-","5,325.00","416","0.22","68,951.06","-","-","6,388.50","4,671.50"
KOTAKBANK,"416.50","675","415.50","415.60","5","-","-","-1.00","-0.24","415.50","5,153","0.21","3,05,092.21","-","-","453.20","345.50"
SWIGGY,"276.50","1,298","277.00","277.70","400","-","-","0.50","0.18","277.00","7,624","0.21","39,204.38","-","-","474.00","235.75"
INDHOTEL,"726.65","10","725.05","725.85","3,553","-","-","-0.80","-0.11","725.85","2,878","0.21","63,561.43","-","-","791.45","565.00"
EICHERMOT,"7,493.50","50","7,506.00","7,523.50","12","-","-","30.00","0.40","7,523.50","272","0.20","1,03,404.52","-","-","8,230.00","6,442.00"
DLF,"640.00","116","640.00","640.45","30","-","-","-","-","640.00","3,138","0.20","40,942.27","-","-","794.80","489.40"
PERSISTENT,"5,473.00","22","5,476.00","5,480.00","5","-","-","3.00","0.05","5,476.00","359","0.20","59,339.00","-","-","6,599.00","4,244.50"
PNB,"116.47","12,766","117.00","117.01","6","-","-","0.53","0.46","117.00","16,678","0.20","40,182.50","-","-","135.15","98.50"
BANDHANBNK,"171.50","10,164","173.00","173.10","20","-","-","1.50","0.87","173.00","11,267","0.19","15,739.81","-","-","220.76","134.25"
BIOCON,"380.00","2,148","380.05","380.90","49","-","-","0.05","0.01","380.05","5,096","0.19","27,185.49","-","-","447.15","337.05"
CAMS,"714.95","1","712.00","712.65","42","-","-","-2.30","-0.32","712.65","2,609","0.19","17,106.77","-","-","844.90","611.40"
INDIANB,"840.50","11","844.70","845.00","155","-","-","4.50","0.54","845.00","2,187","0.18","29,778.21","-","-","1,000.90","693.95"
NESTLEIND,"1,370.60","11","1,372.10","1,374.50","14","-","-","1.50","0.11","1,372.10","1,346","0.18","98,105.90","-","-","1,553.00","1,145.00"
APOLLOHOSP,"8,768.50","7","8,805.00","8,805.50","5","-","-","31.50","0.36","8,800.00","197","0.17","90,307.60","-","-","9,050.00","6,696.50"
BAJAJFINSV,"1,859.20","48","1,857.20","1,857.40","1","-","-","-2.00","-0.11","1,857.20","933","0.17","1,07,317.84","-","-","2,195.00","1,597.00"
IREDA,"108.99","500","109.70","109.79","2,399","-","-","0.80","0.73","109.79","15,617","0.17","8,710.40","-","-","163.35","107.40"
UNIONBANK,"178.09","1,050","178.25","178.50","3,027","-","-","0.41","0.23","178.50","9,591","0.17","34,394.99","-","-","205.49","133.90"
CHOLAFIN,"1,764.50","1","1,767.00","1,769.30","96","-","-","4.80","0.27","1,769.30","954","0.17","76,470.98","-","-","1,952.50","1,299.40"
MFSL,"1,554.00","20","1,538.00","1,538.50","755","-","-","-15.40","-0.99","1,538.60","1,096","0.17","40,694.98","-","-","1,892.50","1,423.60"
FORCEMOT,"17,650.00","2","17,622.00","17,645.00","1","-","-","-28.00","-0.16","17,622.00","94","0.17","8,464.46","-","-","26,450.00","14,911.00"
SIEMENS,"3,763.50","10","3,777.50","3,781.40","126","-","-","17.90","0.48","3,781.40","433","0.16","33,333.37","-","-","4,149.40","2,826.00"
CIPLA,"1,376.30","1","1,371.70","1,376.00","48","-","-","-4.60","-0.33","1,371.70","1,182","0.16","76,968.71","-","-","1,673.00","1,165.70"
TECHM,"1,561.00","325","1,558.30","1,560.00","10","-","-","-2.70","-0.17","1,558.30","1,036","0.16","98,696.56","-","-","1,854.00","1,304.10"
GLENMARK,"2,416.00","1","2,403.00","2,409.70","96","-","-","-6.20","-0.26","2,409.80","658","0.16","36,185.60","-","-","2,537.60","1,792.60"
SONACOMS,"777.90","608","780.20","780.90","100","-","-","2.30","0.30","780.20","1,978","0.15","35,000.15","-","-","844.00","402.30"
IRFC,"79.31","3,364","79.32","79.35","1,005","-","-","0.01","0.01","79.32","19,347","0.15","15,910.47","-","-","137.17","78.16"
BANKINDIA,"138.17","100","138.78","138.85","500","-","-","0.61","0.44","138.78","10,614","0.15","16,817.32","-","-","178.36","116.00"
VMM,"101.24","1,568","101.24","101.25","20","-","-","-","-","101.24","14,368","0.15","28,189.85","-","-","153.40","98.77"
DABUR,"384.55","1,636","384.55","384.60","17","-","-","0.05","0.01","384.60","3,734","0.14","22,646.66","-","-","542.80","368.05"
RECLTD,"310.50","92","311.00","312.00","191","-","-","0.50","0.16","311.00","4,449","0.14","38,737.32","-","-","390.50","304.05"
BAJAJ-AUTO,"11,500.00","3","11,502.00","11,520.00","10","-","-","1.00","0.01","11,501.00","120","0.14","1,24,887.59","-","-","12,470.00","8,491.50"
APLAPOLLO,"2,148.50","2","2,149.00","2,154.90","71","-","-","6.40","0.30","2,154.90","640","0.14","39,116.88","-","-","2,301.40","1,653.30"
ANGELONE,"295.00","6","294.10","295.00","523","-","-","-","-","295.00","4,496","0.13","19,126.05","-","-","360.45","208.63"
TATAELXSI,"3,381.80","1","3,398.70","3,399.00","884","-","-","17.20","0.51","3,399.00","385","0.13","11,670.96","-","-","5,950.00","3,266.70"
NAM-INDIA,"1,119.00","45","1,126.00","1,128.30","389","-","-","9.30","0.83","1,128.30","1,131","0.13","20,209.96","-","-","1,269.50","795.80"
GODFRYPHLP,"1,943.00","50","1,945.00","1,948.00","46","-","-","5.00","0.26","1,948.00","651","0.13","7,933.41","-","-","3,679.00","1,832.10"
LTM,"4,265.30","176","4,245.00","4,245.50","4","-","-","-20.30","-0.48","4,245.00","297","0.13","39,314.67","-","-","6,429.50","3,528.00"
VBL,"415.45","10","416.50","416.90","926","-","-","1.45","0.35","416.90","3,003","0.13","56,846.03","-","-","555.80","381.00"
KEI,"4,560.00","1","4,555.00","4,560.00","22","-","-","-","-","4,560.00","274","0.12","28,064.73","-","-","5,899.00","3,728.70"
TRENT,"2,789.00","60","2,789.30","2,790.50","10","-","-","0.30","0.01","2,789.30","445","0.12","92,552.56","-","-","3,498.67","2,183.67"
MANKIND,"2,300.00","222","2,300.00","2,303.30","3","-","-","-","-","2,300.00","522","0.12","25,969.40","-","-","2,674.00","1,909.70"
ABCAPITAL,"390.00","2,357","390.50","390.90","100","-","-","0.50","0.13","390.50","2,933","0.11","33,481.63","-","-","430.70","277.70"
PRESTIGE,"1,440.10","10","1,445.00","1,447.00","912","-","-","6.90","0.48","1,447.00","771","0.11","24,340.25","-","-","1,805.20","1,090.00"
TIINDIA,"2,598.80","1,777","2,599.00","2,600.00","5","-","-","0.10","-","2,598.90","410","0.11","27,692.02","-","-","3,414.30","2,164.90"
GAIL,"172.00","1,343","172.00","172.39","40","-","-","-","-","172.00","6,097","0.10","46,265.48","-","-","186.87","134.36"
JUBLFOOD,"480.20","20","482.60","483.95","83","-","-","3.75","0.78","483.95","2,147","0.10","18,889.67","-","-","636.00","408.55"
NYKAA,"323.75","628","324.15","324.50","59","-","-","0.40","0.12","324.15","3,201","0.10","44,238.95","-","-","349.55","227.90"
HINDPETRO,"350.60","20","352.35","352.40","74","-","-","1.80","0.51","352.40","2,918","0.10","33,746.31","-","-","508.45","316.20"
CUMMINSIND,"5,020.00","2","5,000.00","5,018.00","3","-","-","-20.00","-0.40","5,000.00","199","0.10","67,352.25","-","-","6,100.00","3,833.00"
TATACONSUM,"1,013.70","1","1,016.20","1,017.00","8","-","-","2.50","0.25","1,016.20","964","0.10","65,995.14","-","-","1,282.70","986.00"
GODREJCP,"873.00","790","875.60","875.90","116","-","-","2.30","0.26","875.30","1,119","0.10","35,080.67","-","-","1,273.90","855.15"
LTF,"302.30","819","303.00","303.50","5","-","-","0.70","0.23","303.00","3,206","0.10","25,786.80","-","-","338.60","234.90"
JSWENERGY,"512.00","50","511.20","512.00","26","-","-","-","-","512.00","1,882","0.10","31,295.07","-","-","617.35","427.75"
MAXHEALTH,"1,037.00","1","1,033.70","1,037.00","12","-","-","-","-","1,037.00","929","0.10","76,966.71","-","-","1,221.90","903.00"
INDUSTOWER,"381.35","10","380.25","380.90","742","-","-","-0.45","-0.12","380.90","2,506","0.10","48,940.59","-","-","481.50","337.80"
AUBANK,"1,039.30","6","1,039.30","1,040.50","724","-","-","1.20","0.12","1,040.50","909","0.09","58,924.33","-","-","1,144.10","698.30"
UPL,"554.75","1","553.00","554.00","6","-","-","-0.75","-0.14","554.00","1,685","0.09","30,981.81","-","-","812.20","549.80"
BOSCHLTD,"47,735.00","42","47,850.00","47,875.00","1","-","-","115.00","0.24","47,850.00","19","0.09","41,393.06","-","-","50,000.00","28,610.00"
IEX,"113.40","10","112.90","113.00","189","-","-","-0.40","-0.35","113.00","8,037","0.09","8,955.79","-","-","160.27","110.35"
BLUESTARCO,"1,553.00","138","1,551.20","1,552.00","51","-","-","-1.80","-0.12","1,551.20","585","0.09","20,070.16","-","-","2,032.90","1,432.30"
SRF,"2,536.00","42","2,537.00","2,540.60","2","-","-","0.60","0.02","2,536.60","352","0.09","36,736.88","-","-","3,210.00","2,355.00"
PETRONET,"283.45","95","284.85","285.00","500","-","-","1.40","0.49","284.85","3,128","0.09","21,285.86","-","-","326.40","235.35"
MANAPPURAM,"316.05","7","317.60","319.00","1,161","-","-","2.95","0.93","319.00","2,748","0.09","17,459.48","-","-","381.55","245.15"
FORTIS,"886.10","61","884.70","885.00","25","-","-","-1.40","-0.16","884.70","975","0.09","45,974.48","-","-","1,104.30","766.80"
COLPAL,"1,840.30","220","1,841.50","1,849.00","28","-","-","1.20","0.07","1,841.50","459","0.08","24,189.81","-","-","2,379.20","1,782.00"
ICICIGI,"1,486.70","200","1,482.00","1,485.50","58","-","-","-1.00","-0.07","1,485.70","568","0.08","36,037.11","-","-","2,064.90","1,423.10"
DELHIVERY,"425.95","1,118","426.15","428.00","93","-","-","0.15","0.04","426.10","1,944","0.08","23,813.62","-","-","524.00","374.45"
JINDALSTEL,"1,128.40","310","1,129.00","1,130.00","8","-","-","0.50","0.04","1,128.90","729","0.08","41,700.92","-","-","1,306.20","977.10"
OFSS,"11,620.00","28","11,650.00","11,660.00","1","-","-","28.00","0.24","11,648.00","70","0.08","27,704.99","-","-","12,540.00","6,234.50"
PNBHOUSING,"1,103.50","12","1,105.20","1,105.70","24","-","-","1.70","0.15","1,105.20","701","0.08","20,734.35","-","-","1,211.50","729.60"
NBCC,"82.13","431","82.40","82.43","233","-","-","0.27","0.33","82.40","9,060","0.07","8,508.04","-","-","125.85","77.18"
VOLTAS,"1,135.00","58","1,136.00","1,138.00","900","-","-","1.00","0.09","1,136.00","651","0.07","25,829.02","-","-","1,582.50","1,110.90"
