SYMBOL,PREV. CLOSE,BEST BID QTY,BEST BID PRICE,BEST ASK PRICE,BEST ASK QTY,INDICATIVE EQUILIBRIUM QUANTITY,INDICATIVE EQUILIBRIUM PRICE,CHANGE,%CHANGE,FINAL PRICE,FINAL VOLUME,VALUE (₹ Crores),FFM CAP (₹ Crores),INDICATIVE IMBALANCE QUANTITY AT EQUILIBRIUM PRICE,INDICATIVE IMBALANCE QUANTITY AT MARKET ORDER,52 WEEK HIGH,52 WEEK LOW
PAYTM,"1,664.00","281","1,654.50","1,654.90","80","-","-","-9.50","-0.57","1,654.50","4,415","0.73","69,600.41","-","-","1,732.30","930.60"
WIPRO,"172.80","6,333","172.80","172.90","6,500","-","-","-","-","172.80","41,682","0.72","46,669.58","-","-","273.10","169.00"
SAIL,"187.90","8,390","188.50","188.64","1,002","-","-","0.60","0.32","188.50","38,062","0.72","27,174.92","-","-","209.70","124.00"
TATASTEEL,"185.61","467","185.90","185.95","15","-","-","0.29","0.16","185.90","38,296","0.71","1,53,236.63","-","-","224.40","160.06"
RVNL,"210.05","8,521","210.05","210.15","200","-","-","-","-","210.05","33,303","0.70","11,890.31","-","-","400.70","203.83"
SHRIRAMFIN,"1,037.00","5","1,029.50","1,030.00","8,604","-","-","-7.00","-0.68","1,030.00","6,548","0.67","1,43,855.54","-","-","1,153.70","590.85"
PFC,"353.10","635","352.00","352.05","680","-","-","-1.05","-0.30","352.05","19,071","0.67","51,118.66","-","-","486.50","329.90"
POWERGRID,"266.45","1,923","265.65","265.80","4","-","-","-0.80","-0.30","265.65","24,973","0.66","1,19,964.61","-","-","324.95","250.00"
SUZLON,"45.55","1,083","45.45","45.47","20,810","-","-","-0.08","-0.18","45.47","1,39,746","0.64","55,161.80","-","-","61.50","38.19"
LT,"3,999.00","5","3,986.20","3,988.70","29","-","-","-10.30","-0.26","3,988.70","1,568","0.63","4,65,593.24","-","-","4,440.00","3,288.10"
KAYNES,"3,604.00","75","3,611.00","3,614.00","414","-","-","10.00","0.28","3,614.00","1,706","0.62","11,273.53","-","-","7,705.00","2,995.00"
HINDALCO,"1,006.00","49,187","1,014.00","1,014.40","730","-","-","8.00","0.80","1,014.00","5,883","0.60","1,46,406.37","-","-","1,176.00","731.95"
ADANIENT,"2,950.00","1,217","2,933.00","2,935.00","100","-","-","-17.00","-0.58","2,933.00","1,995","0.59","87,808.19","-","-","3,245.00","1,753.00"
ADANIENSOL,"1,390.40","76","1,390.00","1,390.40","16","-","-","-","-","1,390.40","4,153","0.58","46,356.02","-","-","1,789.00","757.65"
BIOCON,"391.40","298","392.20","392.40","503","-","-","0.75","0.19","392.15","14,382","0.56","28,051.02","-","-","447.15","337.05"
ONGC,"233.70","89","234.70","234.80","8,941","-","-","1.10","0.47","234.80","23,621","0.55","90,952.87","-","-","307.50","227.65"
MAZDOCK,"2,454.20","1","2,454.00","2,454.20","731","-","-","-","-","2,454.20","2,246","0.55","18,592.63","-","-","3,061.40","2,057.40"
KOTAKBANK,"422.10","732","422.10","422.30","8,418","-","-","0.20","0.05","422.30","12,834","0.54","3,10,085.29","-","-","453.20","345.50"
APOLLOHOSP,"8,760.00","38","8,761.50","8,765.00","8","-","-","1.50","0.02","8,761.50","605","0.53","89,912.50","-","-","9,050.00","6,696.50"
KALYANKJIL,"591.00","3,267","591.00","591.50","5","-","-","-","-","591.00","8,946","0.53","22,645.91","-","-","648.95","327.05"
BHARATFORG,"1,955.00","1","1,952.00","1,954.50","717","-","-","-0.50","-0.03","1,954.50","2,563","0.50","51,950.53","-","-","2,295.00","1,140.60"
HCLTECH,"1,282.80","1","1,281.10","1,281.40","709","-","-","-1.40","-0.11","1,281.40","3,875","0.50","1,34,718.23","-","-","1,780.10","1,030.00"
BAJFINANCE,"1,060.00","300","1,057.00","1,058.80","184","-","-","-1.20","-0.11","1,058.80","4,689","0.50","2,82,988.38","-","-","1,176.40","787.90"
MARUTI,"12,760.00","6","12,750.00","12,755.00","122","-","-","-2.00","-0.02","12,758.00","388","0.50","1,65,969.27","-","-","17,370.00","12,201.00"
ZYDUSLIFE,"1,156.90","26","1,160.00","1,161.70","417","-","-","4.80","0.41","1,161.70","4,153","0.48","28,731.52","-","-","1,205.00","835.50"
FORCEMOT,"17,829.00","10","17,750.00","17,775.00","1","-","-","-79.00","-0.44","17,750.00","268","0.48","8,525.94","-","-","26,450.00","14,911.00"
NTPC,"332.00","9,080","330.00","330.35","4","-","-","-2.00","-0.60","330.00","14,252","0.47","1,56,010.16","-","-","414.40","315.55"
ITC,"263.50","12,108","263.50","263.55","2","-","-","-","-","263.50","17,756","0.47","2,53,301.21","-","-","426.40","255.50"
ICICIPRULI,"470.65","11","476.00","476.85","179","-","-","6.20","1.32","476.85","9,531","0.45","18,815.15","-","-","706.80","459.50"
INDIGO,"5,001.00","136","4,971.00","4,976.00","101","-","-","-30.00","-0.60","4,971.00","902","0.45","1,12,208.92","-","-","5,970.00","3,895.20"
MAHABANK,"85.00","674","84.55","84.58","5","-","-","-0.45","-0.53","84.55","51,571","0.44","17,167.76","-","-","94.50","52.28"
ABB,"7,434.00","2","7,385.00","7,389.00","121","-","-","-45.00","-0.61","7,389.00","568","0.42","38,667.52","-","-","7,924.50","4,637.50"
CANBK,"124.00","872","124.02","124.10","12","-","-","0.02","0.02","124.02","33,510","0.42","41,565.60","-","-","162.89","107.12"
NAUKRI,"1,302.50","82","1,274.50","1,276.50","1","-","-","-28.00","-2.15","1,274.50","3,237","0.41","48,662.53","-","-","1,433.60","908.30"
ADANIGREEN,"1,288.00","50","1,285.20","1,293.80","72","-","-","-","-","1,288.00","3,143","0.40","43,060.73","-","-","1,631.50","765.00"
LAURUSLABS,"1,876.70","6","1,870.00","1,870.50","31","-","-","-5.90","-0.31","1,870.80","2,098","0.39","72,646.34","-","-","1,952.00","823.10"
LODHA,"1,200.00","225","1,193.50","1,195.00","1,028","-","-","-5.00","-0.42","1,195.00","3,264","0.39","33,064.68","-","-","1,344.95","650.80"
MANAPPURAM,"325.60","5,649","328.05","328.50","1","-","-","2.45","0.75","328.05","11,820","0.39","17,954.81","-","-","381.55","245.15"
PATANJALI,"340.90","2,322","342.00","342.70","44","-","-","1.10","0.32","342.00","11,170","0.38","11,814.45","-","-","614.90","328.20"
HINDUNILVR,"1,960.00","102","1,966.00","1,967.00","471","-","-","7.00","0.36","1,967.00","1,914","0.38","1,74,021.15","-","-","2,667.20","1,950.40"
BHEL,"421.45","1,845","422.50","422.55","75","-","-","1.05","0.25","422.50","8,704","0.37","61,417.74","-","-","446.50","213.80"
HINDPETRO,"356.90","142","353.40","353.50","53","-","-","-3.50","-0.98","353.40","10,314","0.36","33,842.07","-","-","508.45","316.20"
SBICARD,"674.65","1","670.65","671.00","62","-","-","-3.65","-0.54","671.00","5,344","0.36","19,843.27","-","-","965.00","565.45"
BANDHANBNK,"164.70","1,281","165.95","165.96","200","-","-","1.25","0.76","165.95","21,080","0.35","15,098.39","-","-","220.76","134.25"
APLAPOLLO,"2,215.00","5","2,202.00","2,204.60","240","-","-","-1.90","-0.09","2,204.60","1,545","0.34","40,019.07","-","-","2,301.40","1,653.30"
ANGELONE,"303.80","5,215","303.80","304.00","100","-","-","-","-","303.80","11,172","0.34","19,696.59","-","-","360.45","208.63"
TRENT,"2,814.50","229","2,800.00","2,800.50","176","-","-","-14.00","-0.50","2,800.50","1,211","0.34","92,924.19","-","-","3,703.67","2,183.67"
TITAN,"4,995.00","56","4,975.00","4,982.50","1","-","-","-20.00","-0.40","4,975.00","674","0.34","2,04,826.14","-","-","5,186.70","3,303.10"
OFSS,"11,847.00","2","11,726.00","11,750.00","19","-","-","-97.00","-0.82","11,750.00","278","0.33","27,947.60","-","-","12,540.00","6,234.50"
COFORGE,"1,935.00","5","1,934.50","1,935.00","545","-","-","-","-","1,935.00","1,673","0.32","67,196.58","-","-","2,021.20","1,008.10"
SIEMENS,"3,927.00","25","3,910.10","3,911.00","32","-","-","-16.00","-0.41","3,911.00","821","0.32","34,475.80","-","-","4,149.40","2,826.00"
VMM,"104.00","650","104.30","104.50","2,747","-","-","0.50","0.48","104.50","30,637","0.32","29,097.59","-","-","154.93","98.77"
NESTLEIND,"1,398.00","10","1,396.00","1,397.20","322","-","-","-0.60","-0.04","1,397.40","2,164","0.30","99,914.86","-","-","1,553.00","1,145.00"
BOSCHLTD,"48,025.00","7","48,100.00","48,200.00","2","-","-","175.00","0.36","48,200.00","61","0.29","41,695.83","-","-","50,000.00","28,610.00"
PNB,"115.60","3,785","115.75","115.76","5","-","-","0.15","0.13","115.75","25,021","0.29","39,753.20","-","-","135.15","98.50"
ALKEM,"5,242.50","25","5,172.50","5,198.00","1","-","-","-70.00","-1.34","5,172.50","557","0.29","30,182.21","-","-","5,933.50","5,075.00"
COCHINSHIP,"1,506.40","80","1,505.00","1,506.00","64","-","-","-0.40","-0.03","1,506.00","1,876","0.28","12,711.55","-","-","1,979.90","1,187.00"
WAAREEENER,"2,593.00","2","2,592.00","2,593.00","117","-","-","-","-","2,593.00","1,086","0.28","24,751.20","-","-","3,865.00","2,403.00"
GMRAIRPORT,"95.94","301","95.90","95.94","158","-","-","-","-","95.94","28,776","0.28","34,051.52","-","-","115.64","84.11"
CUMMINSIND,"5,030.00","18","5,007.00","5,027.00","1","-","-","-23.00","-0.46","5,007.00","551","0.28","67,446.55","-","-","6,100.00","3,833.00"
GAIL,"176.00","1,965","175.09","175.12","528","-","-","-0.91","-0.52","175.09","15,619","0.27","47,096.65","-","-","186.87","134.36"
PERSISTENT,"5,540.00","94","5,550.00","5,550.50","1","-","-","10.00","0.18","5,550.00","475","0.26","60,140.88","-","-","6,599.00","4,244.50"
TVSMOTOR,"4,132.00","80","4,140.00","4,142.00","2","-","-","7.00","0.17","4,139.00","636","0.26","96,956.97","-","-","4,484.50","3,228.00"
AXISBANK,"1,266.00","5","1,262.60","1,262.80","799","-","-","-3.20","-0.25","1,262.80","2,081","0.26","3,61,981.46","-","-","1,418.30","1,048.70"
SUPREMEIND,"3,598.00","1","3,594.00","3,598.00","221","-","-","-","-","3,598.00","725","0.26","23,106.80","-","-","4,632.00","3,140.00"
ASHOKLEY,"170.00","2,749","170.00","170.09","10","-","-","-","-","170.00","15,319","0.26","48,507.12","-","-","215.42","131.37"
IRFC,"83.00","4,743","82.90","82.94","1,500","-","-","-0.10","-0.12","82.90","30,994","0.26","16,628.57","-","-","137.17","81.30"
EICHERMOT,"7,672.00","56","7,690.00","7,700.00","39","-","-","28.00","0.36","7,700.00","324","0.25","1,05,830.37","-","-","8,230.00","6,442.00"
LICHSGFIN,"552.00","540","550.50","551.00","1,764","-","-","-1.00","-0.18","551.00","4,479","0.25","16,519.87","-","-","598.20","458.90"
ADANIPORTS,"1,694.30","32","1,694.00","1,694.30","378","-","-","-0.30","-0.02","1,694.00","1,450","0.25","1,24,623.32","-","-","1,891.10","1,292.00"
PIDILITIND,"1,575.00","1","1,579.00","1,579.80","1,013","-","-","4.80","0.30","1,579.80","1,505","0.24","48,821.25","-","-","1,707.50","1,259.00"
MUTHOOTFIN,"2,880.00","1","2,885.00","2,890.00","9","-","-","10.00","0.35","2,890.00","802","0.23","30,906.00","-","-","4,149.50","2,671.00"
INOXWIND,"75.60","7,136","75.68","75.75","1","-","-","0.07","0.09","75.67","30,267","0.23","7,276.06","-","-","159.30","68.00"
YESBANK,"22.42","31,011","22.42","22.44","14,801","-","-","0.02","0.09","22.44","1,00,405","0.23","39,307.77","-","-","25.78","17.20"
NHPC,"76.00","5,801","75.76","75.80","224","-","-","-0.24","-0.32","75.76","29,716","0.23","28,474.93","-","-","89.22","71.62"
NAM-INDIA,"1,195.00","17","1,192.80","1,194.00","142","-","-","-1.00","-0.08","1,194.00","1,825","0.22","21,381.16","-","-","1,269.50","794.00"
NMDC,"83.85","3,559","84.06","84.25","13,190","-","-","0.21","0.25","84.06","25,492","0.21","28,972.89","-","-","97.49","72.24"
JSWENERGY,"530.00","668","527.05","527.35","36","-","-","-2.95","-0.56","527.05","3,945","0.21","32,214.97","-","-","617.35","427.75"
ULTRACEMCO,"11,175.00","589","11,175.00","11,180.00","2","-","-","-","-","11,175.00","183","0.20","1,31,871.42","-","-","13,110.00","10,325.00"
DMART,"3,710.00","77","3,697.10","3,699.00","3","-","-","-12.90","-0.35","3,697.10","545","0.20","59,411.57","-","-","4,818.00","3,529.00"
MAXHEALTH,"992.00","110","992.50","993.00","88","-","-","0.50","0.05","992.50","2,024","0.20","73,661.34","-","-","1,221.90","903.00"
TECHM,"1,564.00","132","1,556.10","1,556.20","5","-","-","-7.90","-0.51","1,556.10","1,287","0.20","98,557.22","-","-","1,854.00","1,304.10"
RECLTD,"316.40","96","316.80","316.90","423","-","-","0.40","0.13","316.80","6,297","0.20","39,459.75","-","-","390.50","304.05"
BANKBARODA,"237.00","108","236.75","236.80","2,906","-","-","-0.20","-0.08","236.80","8,390","0.20","43,809.18","-","-","325.50","233.46"
MFSL,"1,520.00","473","1,511.00","1,512.90","3","-","-","-9.00","-0.59","1,511.00","1,281","0.19","39,964.97","-","-","1,892.50","1,433.60"
CAMS,"736.50","22","737.20","739.00","100","-","-","0.70","0.10","737.20","2,616","0.19","17,687.47","-","-","844.90","611.40"
BAJAJFINSV,"1,938.60","662","1,938.60","1,939.00","1","-","-","-","-","1,938.60","977","0.19","1,12,021.52","-","-","2,195.00","1,597.00"
LUPIN,"2,105.00","25","2,105.60","2,114.70","490","-","-","9.70","0.46","2,114.70","892","0.19","51,216.01","-","-","2,529.50","1,900.00"
IDFCFIRSTB,"86.44","990","86.40","86.44","20,068","-","-","-","-","86.44","21,672","0.19","57,247.04","-","-","88.76","58.08"
BRITANNIA,"5,042.50","151","5,030.00","5,036.00","22","-","-","-6.50","-0.13","5,036.00","370","0.19","59,155.36","-","-","6,319.50","5,005.50"
UNIONBANK,"186.04","288","184.41","184.90","150","-","-","-1.63","-0.88","184.41","10,080","0.19","35,533.78","-","-","205.49","126.61"
LTM,"4,448.00","20","4,430.00","4,445.00","35","-","-","-3.00","-0.07","4,445.00","402","0.18","41,166.96","-","-","6,429.50","3,528.00"
KPITTECH,"562.25","99","562.00","562.25","493","-","-","-","-","562.25","3,082","0.17","9,195.37","-","-","1,328.00","543.00"
NBCC,"86.00","2,443","85.50","85.52","67","-","-","-0.46","-0.53","85.54","20,250","0.17","8,832.25","-","-","125.85","77.18"
INDUSINDBK,"998.00","1,249","991.60","993.10","5","-","-","-6.40","-0.64","991.60","1,742","0.17","65,129.36","-","-","1,077.85","710.60"
BPCL,"312.90","1,154","311.10","311.25","30","-","-","-1.80","-0.58","311.10","5,379","0.17","62,874.04","-","-","391.65","266.60"
IEX,"117.50","300","117.50","117.60","3","-","-","-","-","117.50","14,069","0.17","9,312.44","-","-","160.27","114.60"
ASIANPAINT,"2,500.90","5","2,498.00","2,499.00","23","-","-","-1.90","-0.08","2,499.00","660","0.16","1,12,695.42","-","-","2,985.70","2,115.00"
GLENMARK,"2,451.90","4","2,470.00","2,471.00","1","-","-","18.00","0.73","2,469.90","608","0.15","37,088.06","-","-","2,537.60","1,792.60"
HYUNDAI,"2,210.00","50","2,197.00","2,199.00","17","-","-","-10.00","-0.45","2,200.00","678","0.15","31,281.40","-","-","2,890.00","1,658.00"
VBL,"405.95","3,014","405.00","405.90","2,600","-","-","-0.95","-0.23","405.00","3,632","0.15","55,222.93","-","-","555.80","381.00"
IREDA,"112.95","203","112.50","112.95","7,070","-","-","-0.45","-0.40","112.50","13,070","0.15","8,925.40","-","-","163.35","108.65"
ICICIGI,"1,493.40","35","1,498.50","1,500.00","2,379","-","-","6.60","0.44","1,500.00","979","0.15","36,383.57","-","-","2,064.90","1,474.50"
OIL,"487.00","300","485.50","486.40","726","-","-","-0.60","-0.12","486.40","2,981","0.14","26,454.20","-","-","531.00","390.00"
JSWSTEEL,"1,302.00","147","1,306.50","1,306.90","50","-","-","4.40","0.34","1,306.40","1,100","0.14","1,22,190.22","-","-","1,351.00","1,073.20"
ASTRAL,"1,498.20","93","1,498.20","1,500.00","50","-","-","-","-","1,498.20","933","0.14","18,272.60","-","-","1,768.70","1,311.60"
ABCAPITAL,"403.25","100","399.90","400.00","1,830","-","-","-3.25","-0.81","400.00","3,487","0.14","34,294.24","-","-","430.70","277.70"
DLF,"672.70","1,754","672.40","672.70","554","-","-","-0.30","-0.04","672.40","2,060","0.14","43,014.97","-","-","794.80","489.40"
TATAPOWER,"365.70","71","364.65","364.80","5,000","-","-","-1.05","-0.29","364.65","3,780","0.14","60,650.91","-","-","464.90","342.50"
GODREJCP,"861.90","549","866.55","866.95","1","-","-","4.60","0.53","866.50","1,582","0.14","34,727.98","-","-","1,273.90","855.15"
SBILIFE,"1,732.00","418","1,735.00","1,737.60","14","-","-","2.60","0.15","1,734.60","788","0.14","77,735.07","-","-","2,132.00","1,696.60"
GODFRYPHLP,"2,029.00","200","2,021.00","2,024.00","98","-","-","-5.00","-0.25","2,024.00","674","0.14","8,242.92","-","-","3,947.00","1,832.10"
SUNPHARMA,"1,895.00","293","1,892.00","1,894.80","200","-","-","-3.00","-0.16","1,892.00","696","0.13","1,99,779.33","-","-","2,046.90","1,548.00"
CHOLAFIN,"1,848.20","2","1,830.00","1,833.90","1,102","-","-","-14.20","-0.77","1,834.00","691","0.13","79,263.38","-","-","1,952.50","1,299.40"
RADICO,"4,444.00","49","4,450.10","4,454.00","8","-","-","6.10","0.14","4,450.10","277","0.12","34,776.60","-","-","4,747.00","2,500.00"
AMBUJACEM,"398.60","149","398.00","398.60","5,286","-","-","-0.60","-0.15","398.00","3,075","0.12","24,744.30","-","-","600.80","394.00"
PRESTIGE,"1,550.00","312","1,549.10","1,550.00","59","-","-","-0.90","-0.06","1,549.10","780","0.12","26,057.69","-","-","1,805.20","1,090.00"
DRREDDY,"1,144.20","17","1,146.50","1,147.00","251","-","-","2.30","0.20","1,146.50","978","0.11","69,693.90","-","-","1,414.90","1,101.00"
INDIANB,"869.40","25","867.50","867.70","687","-","-","-0.90","-0.10","868.50","1,277","0.11","30,606.36","-","-","1,000.90","664.45"
AUBANK,"1,053.00","325","1,055.70","1,058.50","14","-","-","2.70","0.26","1,055.70","1,050","0.11","59,752.35","-","-","1,144.10","694.30"
VOLTAS,"1,167.20","71","1,165.00","1,167.00","20","-","-","-2.20","-0.19","1,165.00","939","0.11","26,488.38","-","-","1,582.50","1,141.30"
GODREJPROP,"1,922.20","42","1,919.10","1,920.00","212","-","-","-2.20","-0.11","1,920.00","549","0.11","25,894.34","-","-","2,352.00","1,434.00"
INDHOTEL,"716.20","422","712.60","712.65","2","-","-","-3.60","-0.50","712.60","1,447","0.10","62,401.15","-","-","792.55","565.00"
PHOENIXLTD,"1,905.00","175","1,910.00","1,910.70","16","-","-","5.70","0.30","1,910.70","537","0.10","35,574.28","-","-","2,169.80","1,465.60"
BAJAJHLDNG,"10,956.00","1","11,010.00","11,094.00","8","-","-","138.00","1.26","11,094.00","92","0.10","47,899.68","-","-","13,880.00","8,588.00"
HDFCAMC,"2,432.00","11","2,440.00","2,443.50","5","-","-","11.50","0.47","2,443.50","413","0.10","49,697.61","-","-","2,967.25","2,205.60"
AUROPHARMA,"1,660.00","328","1,661.00","1,661.90","1","-","-","0.50","0.03","1,660.50","599","0.10","45,833.74","-","-","1,717.00","1,035.40"
POLICYBZR,"1,792.00","200","1,785.00","1,787.00","64","-","-","-5.00","-0.28","1,787.00","556","0.10","61,664.58","-","-","1,964.20","1,364.00"
PIIND,"2,430.00","61","2,416.40","2,417.90","88","-","-","-13.60","-0.56","2,416.40","411","0.10","19,522.18","-","-","3,832.90","2,353.50"
NYKAA,"332.70","55","333.10","333.70","384","-","-","0.40","0.12","333.10","2,960","0.10","45,457.54","-","-","349.55","227.90"
SHREECEM,"23,365.00","2","23,400.00","23,500.00","6","-","-","135.00","0.58","23,500.00","41","0.10","31,341.94","-","-","30,660.00","22,550.00"
RBLBANK,"415.00","186","413.00","413.60","129","-","-","-2.00","-0.48","413.00","2,263","0.09","25,492.71","-","-","419.10","261.60"
BLUESTARCO,"1,496.00","35","1,486.00","1,488.50","104","-","-","-6.00","-0.40","1,490.00","609","0.09","19,278.33","-","-","2,032.90","1,432.50"
MPHASIS,"2,369.10","1","2,370.00","2,374.00","464","-","-","4.90","0.21","2,374.00","382","0.09","31,338.01","-","-","3,037.20","2,013.00"
AMBER,"7,439.00","25","7,401.50","7,402.00","3,100","-","-","-33.50","-0.45","7,405.50","108","0.08","16,137.85","-","-","8,974.00","5,400.50"
BANKINDIA,"142.02","87","142.05","142.08","1","-","-","0.02","0.01","142.04","5,566","0.08","17,212.37","-","-","178.36","112.51"
COLPAL,"1,813.50","106","1,814.00","1,815.00","2","-","-","0.50","0.03","1,814.00","405","0.07","23,828.57","-","-","2,446.00","1,782.00"
360ONE,"1,136.90","30","1,124.00","1,124.90","7","-","-","-11.90","-1.05","1,125.00","647","0.07","29,146.84","-","-","1,236.20","906.05"
TATACONSUM,"1,015.00","279","1,015.00","1,016.00","17","-","-","-","-","1,015.00","713","0.07","65,917.21","-","-","1,282.70","1,004.00"
