SYMBOL,PREV. CLOSE,BEST BID QTY,BEST BID PRICE,BEST ASK PRICE,BEST ASK QTY,INDICATIVE EQUILIBRIUM QUANTITY,INDICATIVE EQUILIBRIUM PRICE,CHANGE,%CHANGE,FINAL PRICE,FINAL VOLUME,VALUE (₹ Crores),FFM CAP (₹ Crores),INDICATIVE IMBALANCE QUANTITY AT EQUILIBRIUM PRICE,INDICATIVE IMBALANCE QUANTITY AT MARKET ORDER,52 WEEK HIGH,52 WEEK LOW
TATASTEEL,"183.00","24,177","186.10","186.13","3,245","-","-","3.10","1.69","186.10","3,99,330","7.43","1,53,401.49","-","-","224.40","160.06"
ADANIPORTS,"1,764.60","40","1,782.20","1,791.40","788","-","-","26.80","1.52","1,791.40","40,650","7.28","1,31,788.80","-","-","1,891.10","1,292.00"
KOTAKBANK,"419.00","220","420.00","420.50","5,09,035","-","-","1.50","0.36","420.50","1,71,499","7.21","3,08,763.59","-","-","453.20","345.50"
M&M,"3,107.00","409","3,115.00","3,119.00","55","-","-","7.60","0.24","3,114.60","22,156","6.90","2,77,287.26","-","-","3,839.90","2,896.00"
TATAPOWER,"364.65","20","374.90","375.00","174","-","-","10.35","2.84","375.00","1,58,170","5.93","62,372.39","-","-","464.90","342.50"
HINDALCO,"981.50","742","980.10","980.90","1","-","-","-1.40","-0.14","980.10","50,832","4.98","1,41,511.72","-","-","1,176.00","731.95"
COFORGE,"1,846.50","900","1,887.40","1,888.00","40","-","-","40.80","2.21","1,887.30","25,249","4.77","65,540.11","-","-","2,021.20","1,008.10"
HCLTECH,"1,206.10","300","1,250.50","1,252.00","921","-","-","45.90","3.81","1,252.00","32,936","4.12","1,31,627.30","-","-","1,780.10","1,030.00"
WIPRO,"167.40","12,524","172.20","172.24","8,809","-","-","4.80","2.87","172.20","2,17,517","3.75","46,507.53","-","-","273.10","165.16"
YESBANK,"23.48","2,517","23.68","23.69","22,161","-","-","0.20","0.85","23.68","15,41,111","3.65","41,480.53","-","-","25.78","17.20"
ANGELONE,"305.00","115","306.20","306.45","14,188","-","-","1.45","0.48","306.45","1,16,791","3.58","19,868.40","-","-","360.45","208.63"
PAYTM,"1,807.50","724","1,808.00","1,808.10","5","-","-","0.50","0.03","1,808.00","19,563","3.54","76,057.75","-","-","1,840.00","930.60"
KALYANKJIL,"601.15","2,603","609.00","610.00","363","-","-","8.85","1.47","610.00","57,701","3.52","23,373.95","-","-","648.95","327.05"
MCX,"3,276.00","21","3,264.00","3,265.00","30","-","-","-11.00","-0.34","3,265.00","10,122","3.30","83,059.60","-","-","3,480.00","1,505.20"
IDEA,"14.97","1,30,968","15.05","15.06","3,601","-","-","0.09","0.60","15.06","21,25,004","3.20","41,345.59","-","-","15.79","7.30"
EICHERMOT,"7,530.00","478","7,567.50","7,570.50","1","-","-","37.50","0.50","7,567.50","4,100","3.10","1,04,009.26","-","-","8,230.00","6,442.00"
TECHM,"1,541.00","1","1,587.40","1,588.00","209","-","-","47.00","3.05","1,588.00","18,896","3.00","1,00,577.64","-","-","1,854.00","1,304.10"
MARUTI,"12,400.00","18","12,462.00","12,470.00","94","-","-","70.00","0.56","12,470.00","2,302","2.87","1,62,222.67","-","-","17,370.00","12,201.00"
ONGC,"232.50","32","234.83","234.90","2,534","-","-","2.40","1.03","234.90","1,21,368","2.85","90,991.60","-","-","307.50","227.65"
VEDL,"263.70","10,853","263.70","263.90","275","-","-","-","-","263.70","98,940","2.61","44,592.51","-","-","795.00","249.70"
HEROMOTOCO,"5,221.50","5","5,280.00","5,287.50","142","-","-","66.00","1.26","5,287.50","4,763","2.52","68,465.49","-","-","6,388.50","4,671.50"
CANBK,"124.00","30,039","123.25","123.38","178","-","-","-0.75","-0.60","123.25","1,98,284","2.44","41,307.53","-","-","162.89","110.64"
BEL,"404.35","18,668","402.00","402.30","100","-","-","-2.35","-0.58","402.00","60,092","2.42","1,43,581.62","-","-","473.45","380.45"
ULTRACEMCO,"11,000.00","5","11,020.00","11,045.00","52","-","-","45.00","0.41","11,045.00","2,071","2.29","1,30,337.35","-","-","13,110.00","10,325.00"
MAXHEALTH,"1,037.70","19","1,042.80","1,048.00","2,228","-","-","10.30","0.99","1,048.00","20,713","2.17","77,783.14","-","-","1,221.90","903.00"
DIXON,"13,425.00","22","13,490.00","13,495.00","1","-","-","65.00","0.48","13,490.00","1,539","2.08","55,861.48","-","-","18,471.00","9,600.00"
PERSISTENT,"5,516.00","5,660","5,654.00","5,655.00","31","-","-","138.00","2.50","5,654.00","3,666","2.07","61,267.84","-","-","6,599.00","4,244.50"
JIOFIN,"229.90","2,704","230.50","230.70","125","-","-","0.60","0.26","230.50","88,444","2.04","75,417.67","-","-","321.60","223.30"
COCHINSHIP,"1,381.00","229","1,388.00","1,389.00","68","-","-","8.00","0.58","1,389.00","14,315","1.99","11,724.00","-","-","1,979.90","1,187.00"
HINDUNILVR,"1,927.00","1","1,943.00","1,944.00","365","-","-","17.00","0.88","1,944.00","10,098","1.96","1,71,986.33","-","-","2,667.20","1,926.20"
TITAN,"5,009.50","848","5,003.00","5,004.50","50","-","-","-6.50","-0.13","5,003.00","3,862","1.93","2,05,978.93","-","-","5,186.70","3,303.10"
ADANIPOWER,"209.97","2,531","211.01","211.05","5,794","-","-","1.08","0.51","211.05","90,388","1.91","87,327.89","-","-","254.20","120.00"
SUNPHARMA,"1,840.00","50","1,851.00","1,854.60","23","-","-","14.60","0.79","1,854.60","9,955","1.85","1,95,830.21","-","-","2,046.90","1,548.00"
HAL,"4,905.00","42","4,920.00","4,925.00","71","-","-","15.00","0.31","4,920.00","3,678","1.81","93,075.44","-","-","5,149.90","3,479.10"
POWERGRID,"269.10","731","267.15","267.80","132","-","-","-1.95","-0.72","267.15","65,295","1.74","1,20,641.99","-","-","324.95","250.00"
INDIGO,"4,973.00","6","4,955.50","4,964.00","25","-","-","-17.50","-0.35","4,955.50","3,510","1.74","1,11,859.05","-","-","5,970.00","3,895.20"
NATIONALUM,"361.00","157","359.60","359.70","50","-","-","-1.40","-0.39","359.60","47,754","1.72","32,156.85","-","-","445.15","198.68"
ATHERENERG,"1,656.00","1,903","1,660.70","1,660.80","75","-","-","4.70","0.28","1,660.70","10,260","1.70","32,715.14","-","-","1,744.00","529.20"
SBILIFE,"1,684.70","643","1,672.10","1,676.30","5","-","-","-12.60","-0.75","1,672.10","10,141","1.70","74,934.17","-","-","2,132.00","1,671.00"
GVT&D,"4,548.10","1","4,519.00","4,520.00","3,044","-","-","-28.10","-0.62","4,520.00","3,635","1.64","55,852.53","-","-","5,650.00","2,523.20"
WAAREEENER,"2,625.00","840","2,590.00","2,596.00","81","-","-","-35.00","-1.33","2,590.00","6,336","1.64","24,722.57","-","-","3,865.00","2,403.00"
ADANIENT,"3,060.00","990","3,080.00","3,081.40","50","-","-","20.00","0.65","3,080.00","5,262","1.62","92,209.07","-","-","3,245.00","1,753.00"
ITC,"259.85","10","260.90","261.00","816","-","-","1.15","0.44","261.00","62,068","1.62","2,50,897.97","-","-","426.40","255.50"
TATACONSUM,"991.00","463","990.10","991.00","546","-","-","-0.90","-0.09","990.10","16,067","1.59","64,300.13","-","-","1,282.70","988.00"
MUTHOOTFIN,"2,792.10","129","2,792.10","2,792.60","34","-","-","-","-","2,792.10","5,671","1.58","29,859.04","-","-","4,149.50","2,671.00"
LODHA,"1,116.90","40","1,127.00","1,128.00","380","-","-","11.10","0.99","1,128.00","13,824","1.56","31,210.85","-","-","1,344.95","650.80"
SUZLON,"44.12","8,145","44.50","44.53","937","-","-","0.41","0.93","44.53","3,41,946","1.52","54,021.44","-","-","61.50","38.19"
CGPOWER,"909.00","514","909.00","910.00","15","-","-","-","-","909.00","16,346","1.49","62,173.50","-","-","980.90","525.50"
GRASIM,"3,281.90","31","3,263.30","3,265.50","1","-","-","-18.60","-0.57","3,263.30","4,538","1.48","1,22,785.30","-","-","3,411.10","2,502.50"
NESTLEIND,"1,383.30","1,382","1,383.30","1,384.30","1","-","-","-","-","1,383.30","10,641","1.47","98,906.70","-","-","1,553.00","1,145.00"
LICI,"404.10","3,733","402.60","403.60","46","-","-","-1.50","-0.37","402.60","34,674","1.40","50,931.94","-","-","468.48","360.75"
LUPIN,"2,095.00","1,096","2,093.90","2,095.00","207","-","-","-","-","2,095.00","6,625","1.39","50,738.89","-","-","2,529.50","1,900.00"
LAURUSLABS,"1,969.00","19,393","1,975.00","1,976.00","30","-","-","6.00","0.30","1,975.00","6,999","1.38","76,692.61","-","-","1,981.80","823.10"
ASIANPAINT,"2,472.50","180","2,472.50","2,473.00","4","-","-","-","-","2,472.50","5,546","1.37","1,11,500.37","-","-","2,985.70","2,115.00"
GMRAIRPORT,"97.98","15","97.99","98.00","4,870","-","-","0.02","0.02","98.00","1,38,559","1.36","34,782.67","-","-","115.64","84.11"
HINDZINC,"576.45","9","574.65","574.90","195","-","-","-1.50","-0.26","574.95","22,983","1.32","27,572.36","-","-","733.00","433.55"
CHOLAFIN,"1,845.90","539","1,834.80","1,836.70","12","-","-","-11.10","-0.60","1,834.80","7,152","1.31","79,297.96","-","-","1,952.50","1,299.40"
HINDPETRO,"352.00","200","352.60","352.65","22,521","-","-","0.65","0.18","352.65","37,189","1.31","33,770.25","-","-","508.45","316.20"
COALINDIA,"426.40","10","426.30","426.40","11,165","-","-","-","-","426.40","30,361","1.29","1,01,850.15","-","-","491.25","369.60"
OFSS,"11,763.00","18","11,911.00","11,915.00","1","-","-","147.00","1.25","11,910.00","1,072","1.28","28,328.16","-","-","12,540.00","6,234.50"
TVSMOTOR,"4,125.00","3","4,152.00","4,154.00","14","-","-","25.00","0.61","4,150.00","3,032","1.26","97,214.64","-","-","4,484.50","3,228.00"
NTPC,"333.40","55","332.60","333.00","696","-","-","-0.40","-0.12","333.00","37,317","1.24","1,57,428.43","-","-","414.40","315.55"
INDUSINDBK,"978.20","5,049","978.20","979.00","9","-","-","-","-","978.20","12,019","1.18","64,249.23","-","-","1,077.85","710.60"
BHEL,"431.00","2,393","431.25","431.50","1","-","-","0.25","0.06","431.25","26,020","1.12","62,689.71","-","-","446.50","219.42"
VBL,"416.50","10","417.05","417.50","397","-","-","1.00","0.24","417.50","25,658","1.07","56,927.34","-","-","555.80","381.00"
TORNTPHARM,"4,965.50","166","4,926.00","4,930.50","1","-","-","-34.50","-0.69","4,931.00","2,120","1.05","72,130.28","-","-","5,250.00","3,480.60"
DIVISLAB,"9,322.00","969","9,368.50","9,370.00","11","-","-","45.50","0.49","9,367.50","1,114","1.04","1,18,717.24","-","-","9,615.00","5,636.50"
BAJAJ-AUTO,"11,678.00","45","11,693.00","11,700.00","2","-","-","15.00","0.13","11,693.00","890","1.04","1,26,972.49","-","-","12,470.00","8,491.50"
MOTHERSON,"164.45","5,883","165.00","165.01","5","-","-","0.55","0.33","165.00","60,659","1.00","72,690.55","-","-","173.27","100.20"
DRREDDY,"1,165.50","33","1,163.50","1,163.70","2,529","-","-","-1.80","-0.15","1,163.70","8,570","1.00","70,739.46","-","-","1,414.90","1,101.00"
BPCL,"304.50","412","304.00","304.10","913","-","-","-0.30","-0.10","304.20","32,246","0.98","61,479.53","-","-","391.65","266.60"
INDHOTEL,"718.50","20,571","724.00","724.80","5","-","-","5.50","0.77","724.00","13,441","0.97","63,399.43","-","-","792.55","565.00"
LTM,"4,275.00","317","4,404.30","4,408.00","10","-","-","129.30","3.02","4,404.30","2,184","0.96","40,790.02","-","-","6,429.50","3,528.00"
ASHOKLEY,"163.75","92,280","164.50","164.60","300","-","-","0.75","0.46","164.50","56,995","0.94","46,937.77","-","-","215.42","132.26"
TATAELXSI,"3,383.00","1","3,445.00","3,450.00","56","-","-","67.00","1.98","3,450.00","2,697","0.93","11,846.07","-","-","5,950.00","3,353.90"
MPHASIS,"2,295.00","15,005","2,353.00","2,355.00","2","-","-","58.00","2.53","2,353.00","3,752","0.88","31,062.07","-","-","3,037.20","2,013.00"
TRENT,"2,802.40","106","2,802.40","2,804.40","5","-","-","-","-","2,802.40","3,026","0.85","92,987.24","-","-","3,498.67","2,183.67"
KPITTECH,"553.75","393","560.00","560.25","1","-","-","6.25","1.13","560.00","15,082","0.84","9,158.57","-","-","1,328.00","543.00"
PFC,"353.45","867","352.45","353.00","2,826","-","-","-1.00","-0.28","352.45","23,455","0.83","51,176.74","-","-","486.50","329.90"
POWERINDIA,"31,435.00","3","31,260.00","31,295.00","7","-","-","-175.00","-0.56","31,260.00","264","0.83","39,652.98","-","-","38,785.00","16,111.00"
JSWSTEEL,"1,265.00","1,451","1,265.00","1,266.00","1","-","-","-","-","1,265.00","6,485","0.82","1,18,317.99","-","-","1,351.00","1,073.20"
IDFCFIRSTB,"86.21","261","86.50","86.56","2,807","-","-","0.35","0.41","86.56","87,613","0.76","57,326.51","-","-","88.76","58.08"
CDSL,"1,360.00","332","1,360.00","1,361.00","10","-","-","-","-","1,360.00","5,143","0.70","24,159.18","-","-","1,673.70","1,116.30"
CIPLA,"1,366.00","52","1,354.10","1,355.00","402","-","-","-11.00","-0.81","1,355.00","5,153","0.70","76,031.64","-","-","1,673.00","1,165.70"
MAZDOCK,"2,339.00","1,746","2,339.00","2,339.90","2","-","-","-","-","2,339.00","2,903","0.68","17,719.89","-","-","3,061.40","2,057.40"
IRFC,"81.09","18,306","81.09","81.10","820","-","-","-","-","81.09","81,699","0.66","16,265.51","-","-","137.17","80.10"
SAIL,"179.00","5,192","179.55","179.90","100","-","-","0.53","0.30","179.53","36,589","0.66","25,881.76","-","-","209.70","124.00"
IOC,"135.11","3,088","135.50","135.60","88","-","-","0.39","0.29","135.50","48,390","0.66","50,485.22","-","-","188.96","130.22"
BAJAJHLDNG,"11,134.00","76","11,134.00","11,143.00","1","-","-","-","-","11,134.00","586","0.65","48,072.39","-","-","13,880.00","8,588.00"
SWIGGY,"278.20","11,075","278.20","278.50","20","-","-","-","-","278.20","22,810","0.63","39,374.21","-","-","474.00","235.75"
KAYNES,"3,505.00","1,233","3,505.00","3,505.50","68","-","-","-","-","3,505.00","1,761","0.62","10,933.51","-","-","7,705.00","2,995.00"
BANKBARODA,"238.13","13,367","238.13","238.15","30","-","-","-","-","238.13","25,865","0.62","44,055.23","-","-","325.50","234.05"
BAJAJFINSV,"1,913.50","853","1,922.00","1,923.50","1","-","-","7.90","0.41","1,921.40","3,161","0.61","1,11,027.62","-","-","2,195.00","1,597.00"
RVNL,"204.90","16,654","205.00","205.20","12","-","-","0.10","0.05","205.00","28,008","0.57","11,604.44","-","-","400.70","202.04"
RECLTD,"312.70","110","312.90","313.00","317","-","-","0.30","0.10","313.00","18,146","0.57","38,986.43","-","-","390.50","304.05"
POLYCAB,"8,241.00","10","8,255.50","8,258.50","6","-","-","17.50","0.21","8,258.50","670","0.55","44,053.58","-","-","10,126.00","6,663.00"
NYKAA,"344.50","77","345.00","345.40","115","-","-","0.90","0.26","345.40","15,987","0.55","47,139.08","-","-","349.55","227.90"
DMART,"3,688.00","199","3,694.00","3,695.00","46","-","-","4.90","0.13","3,692.90","1,450","0.54","59,344.07","-","-","4,818.00","3,529.00"
SAGILITY,"45.20","5,003","45.80","45.85","55,106","-","-","0.65","1.44","45.85","1,11,748","0.51","10,528.08","-","-","57.89","35.83"
CUMMINSIND,"5,070.00","272","5,070.00","5,123.00","50","-","-","-","-","5,070.00","997","0.51","68,295.19","-","-","6,100.00","3,833.00"
LICHSGFIN,"562.90","20","563.10","563.90","21","-","-","1.00","0.18","563.90","8,823","0.50","16,906.64","-","-","598.20","458.90"
ADANIGREEN,"1,281.30","63","1,282.30","1,283.70","5","-","-","1.00","0.08","1,282.30","3,855","0.49","42,870.16","-","-","1,631.50","765.00"
BANDHANBNK,"176.52","2,16,150","177.00","177.01","1","-","-","0.48","0.27","177.00","27,114","0.48","16,103.74","-","-","220.76","134.25"
ALKEM,"5,087.50","5,037","5,175.00","5,180.00","1","-","-","82.50","1.62","5,170.00","914","0.47","30,167.63","-","-","5,933.50","5,051.00"
RADICO,"4,368.10","102","4,370.00","4,370.10","77","-","-","2.00","0.05","4,370.10","1,073","0.47","34,151.42","-","-","4,747.00","2,500.00"
DABUR,"376.00","1","378.00","379.00","371","-","-","3.00","0.80","379.00","12,231","0.46","22,316.91","-","-","548.40","368.05"
PNB,"116.75","6","116.74","116.75","3,866","-","-","-","-","116.75","39,683","0.46","40,096.64","-","-","135.15","98.50"
PATANJALI,"341.00","568","341.00","341.95","200","-","-","-","-","341.00","13,489","0.46","11,779.90","-","-","614.90","328.20"
NAUKRI,"1,250.80","849","1,268.10","1,270.00","150","-","-","17.30","1.38","1,268.10","3,563","0.45","48,418.17","-","-","1,433.60","908.30"
GODREJPROP,"1,748.00","691","1,754.00","1,755.00","25","-","-","6.00","0.34","1,754.00","2,540","0.45","23,655.55","-","-","2,352.00","1,434.00"
MARICO,"802.10","195","809.80","809.90","1,200","-","-","7.55","0.94","809.65","5,445","0.44","42,796.68","-","-","889.10","690.30"
MANAPPURAM,"329.00","5,027","327.00","327.05","2,134","-","-","-1.90","-0.58","327.10","13,451","0.44","17,902.81","-","-","381.55","245.15"
KEI,"4,578.00","1","4,566.00","4,570.00","285","-","-","-8.00","-0.17","4,570.00","959","0.44","28,126.28","-","-","5,899.00","3,728.70"
BANKINDIA,"140.00","807","139.80","140.00","20","-","-","-","-","140.00","31,233","0.44","16,965.16","-","-","178.36","116.00"
BOSCHLTD,"48,385.00","2","48,625.00","48,725.00","3","-","-","340.00","0.70","48,725.00","89","0.43","42,149.98","-","-","50,000.00","28,610.00"
BDL,"1,190.00","5","1,190.80","1,191.00","757","-","-","1.00","0.08","1,191.00","3,637","0.43","10,946.27","-","-","1,654.00","1,086.00"
HDFCLIFE,"530.00","131","530.00","530.10","12","-","-","-","-","530.00","8,058","0.43","57,241.06","-","-","796.90","508.70"
FEDERALBNK,"344.50","1,340","344.45","344.50","3,989","-","-","-0.05","-0.01","344.45","10,855","0.37","84,832.26","-","-","371.70","189.05"
MAHABANK,"84.20","100","84.15","84.20","4,057","-","-","-","-","84.20","43,425","0.37","17,096.69","-","-","94.50","53.52"
BRITANNIA,"4,962.00","24","4,990.00","4,995.00","51","-","-","28.00","0.56","4,990.00","725","0.36","58,615.02","-","-","6,319.50","4,945.00"
AUROPHARMA,"1,679.80","10","1,685.00","1,688.00","47","-","-","8.20","0.49","1,688.00","2,124","0.36","46,592.81","-","-","1,717.00","1,061.30"
HDFCAMC,"2,403.90","42","2,415.90","2,416.90","31","-","-","13.00","0.54","2,416.90","1,473","0.36","49,156.60","-","-","2,967.25","2,205.60"
DLF,"644.50","4,333","644.50","644.60","2","-","-","-","-","644.50","5,380","0.35","41,230.14","-","-","794.80","489.40"
INDIANB,"853.50","567","854.50","855.00","2","-","-","0.70","0.08","854.20","4,004","0.34","30,102.42","-","-","1,000.90","690.45"
CAMS,"711.00","2,449","711.50","712.00","34","-","-","0.30","0.04","711.30","4,790","0.34","17,074.36","-","-","844.90","611.40"
NHPC,"76.38","9,934","76.55","76.60","315","-","-","0.17","0.22","76.55","44,448","0.34","28,771.86","-","-","89.22","71.62"
FORCEMOT,"17,705.00","1","17,706.00","17,735.00","1","-","-","5.00","0.03","17,710.00","190","0.34","8,506.73","-","-","26,450.00","14,911.00"
IREDA,"111.71","6,103","111.71","111.75","552","-","-","-","-","111.71","29,553","0.33","8,862.73","-","-","163.35","108.65"
PREMIERENE,"974.20","510","967.10","969.00","10","-","-","-7.10","-0.73","967.10","3,308","0.32","11,457.10","-","-","1,134.00","660.00"
PHOENIXLTD,"1,890.00","200","1,882.00","1,890.00","182","-","-","-","-","1,890.00","1,658","0.31","35,188.88","-","-","2,169.80","1,465.60"
OIL,"489.80","65","494.00","494.40","1,146","-","-","4.60","0.94","494.40","5,995","0.30","26,889.30","-","-","531.00","392.45"
UNIONBANK,"178.10","25","179.50","179.57","1,152","-","-","1.47","0.83","179.57","16,298","0.29","34,601.16","-","-","205.49","132.50"
PIIND,"2,259.00","78","2,260.00","2,265.00","3","-","-","1.00","0.04","2,260.00","1,285","0.29","18,258.62","-","-","3,832.90","2,191.00"
VMM,"101.71","8,000","102.22","102.25","346","-","-","0.54","0.53","102.25","27,226","0.28","28,471.08","-","-","153.40","98.77"
ADANIENSOL,"1,373.00","40","1,377.50","1,377.60","2","-","-","4.60","0.34","1,377.60","1,980","0.27","45,929.27","-","-","1,789.00","803.10"
GAIL,"173.62","2,066","173.62","173.65","20","-","-","-","-","173.62","14,930","0.26","46,701.24","-","-","186.87","134.36"
UNITDSPR,"1,395.00","152","1,392.10","1,395.00","128","-","-","-2.90","-0.21","1,392.10","1,803","0.25","41,007.87","-","-","1,563.40","1,210.80"
SONACOMS,"788.00","228","788.00","790.00","5","-","-","-","-","788.00","3,127","0.25","35,350.06","-","-","844.00","402.30"
NMDC,"82.40","100","82.71","82.80","3,863","-","-","0.40","0.49","82.80","29,755","0.25","28,538.60","-","-","97.49","72.24"
INOXWIND,"76.50","296","76.88","76.90","3,131","-","-","0.38","0.50","76.88","31,791","0.24","7,392.41","-","-","159.30","68.00"
PIDILITIND,"1,566.90","6","1,566.00","1,566.90","32","-","-","-","-","1,566.90","1,556","0.24","48,422.60","-","-","1,707.50","1,259.00"
360ONE,"1,091.00","1,350","1,092.00","1,092.90","100","-","-","1.00","0.09","1,092.00","2,189","0.24","28,291.87","-","-","1,236.20","906.05"
BHARATFORG,"1,944.90","46","1,944.90","1,945.00","1,000","-","-","-","-","1,944.90","1,116","0.22","51,695.36","-","-","2,295.00","1,179.00"
IEX,"113.88","7,926","113.88","113.95","885","-","-","-","-","113.88","18,286","0.21","9,025.54","-","-","160.27","113.00"
NAM-INDIA,"1,189.60","26","1,184.00","1,184.90","1","-","-","-5.60","-0.47","1,184.00","1,731","0.20","21,202.08","-","-","1,269.50","795.80"
ABCAPITAL,"395.00","1,924","395.15","395.40","50","-","-","0.15","0.04","395.15","5,175","0.20","33,878.87","-","-","430.70","277.70"
HYUNDAI,"2,174.00","32","2,185.00","2,187.90","27","-","-","13.90","0.64","2,187.90","929","0.20","31,109.35","-","-","2,890.00","1,658.00"
AMBER,"7,245.00","5","7,280.50","7,289.00","10","-","-","35.50","0.49","7,280.50","266","0.19","15,865.45","-","-","8,974.00","5,400.50"
POLICYBZR,"1,797.30","200","1,798.30","1,799.00","295","-","-","1.70","0.09","1,799.00","1,075","0.19","62,078.67","-","-","1,964.20","1,364.00"
ABB,"7,274.00","1","7,265.50","7,268.00","15","-","-","-6.00","-0.08","7,268.00","256","0.19","38,034.31","-","-","7,924.50","4,637.50"
HAVELLS,"1,111.00","7","1,116.50","1,117.00","48","-","-","6.00","0.54","1,117.00","1,486","0.17","28,071.77","-","-","1,621.10","1,096.20"
BLUESTARCO,"1,558.00","123","1,559.50","1,559.90","3","-","-","1.50","0.10","1,559.50","1,031","0.16","20,177.55","-","-","2,032.90","1,432.30"
JINDALSTEL,"1,120.50","100","1,117.80","1,119.70","564","-","-","-0.80","-0.07","1,119.70","1,395","0.16","41,361.08","-","-","1,306.20","977.10"
COLPAL,"1,797.40","10","1,795.00","1,797.40","96","-","-","-","-","1,797.40","856","0.15","23,610.52","-","-","2,413.80","1,782.00"
FORTIS,"887.80","4","892.25","894.00","7","-","-","6.20","0.70","894.00","1,679","0.15","46,457.77","-","-","1,104.30","766.80"
PRESTIGE,"1,498.00","563","1,499.00","1,502.20","6","-","-","0.20","0.01","1,498.20","983","0.15","25,201.49","-","-","1,805.20","1,090.00"
ASTRAL,"1,411.40","17","1,410.00","1,411.00","55","-","-","-1.40","-0.10","1,410.00","1,037","0.15","17,196.88","-","-","1,768.70","1,311.60"
GLENMARK,"2,419.20","94","2,420.80","2,421.40","2","-","-","1.60","0.07","2,420.80","598","0.14","36,350.78","-","-","2,537.60","1,792.60"
ZYDUSLIFE,"1,119.10","70","1,120.10","1,121.10","8","-","-","1.00","0.09","1,120.10","1,245","0.14","27,702.66","-","-","1,205.00","835.50"
NBCC,"82.90","473","83.10","83.25","485","-","-","0.35","0.42","83.25","16,030","0.13","8,595.80","-","-","125.85","77.18"
BIOCON,"390.65","368","392.00","392.10","400","-","-","1.30","0.33","391.95","3,375","0.13","28,036.71","-","-","447.15","337.05"
JSWENERGY,"526.45","2","526.35","526.45","467","-","-","-","-","526.45","2,492","0.13","32,178.30","-","-","617.35","427.75"
MOTILALOFS,"1,026.50","40","1,028.00","1,029.00","36","-","-","2.50","0.24","1,029.00","1,251","0.13","16,055.80","-","-","1,097.10","614.90"
LTF,"309.10","71","310.25","310.60","61","-","-","1.50","0.49","310.60","4,036","0.13","26,433.60","-","-","338.60","232.25"
AMBUJACEM,"391.85","336","392.60","392.85","1","-","-","0.75","0.19","392.60","3,135","0.12","24,408.58","-","-","600.80","387.65"
